rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 
32	202.308	923.245	977.033	241.859	2438	72.2971	44.746	0.785456	0.904974	214.794	1283.12	341.744	0.266338	730.085	1061.49	4072	0.947417	257.338	435.158	374.861	60.9651	0	0	0	119.368	0.318432	93	95	221.978	-31.8907	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	93	93	93	0	91.4125	18.977	28.2018	0.170724	165.19	81	84	326.136	22.6389	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	81	81	81	0	  DCIS 
33	181.504	1207.13	694.31	474.131	651	43.629	19.1399	0.898635	0.955947	105.841	1178.51	308.205	0.26152	621.992	956.888	1039	0.970121	128.083	602.54	548.702	234.806	0	0	0	66.5339	0.121257	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	126.261	38.7429	19.0572	0.0952679	200.038	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
34	202.433	1765.16	204.612	541.237	1489	60.3392	31.5598	0.852309	0.970033	155.983	2487.78	450.451	0.181065	1131.33	2266.15	2327	0.910051	221.238	824.11	861.911	548.015	0.387435	812.838	873.497	175.474	0.203587	105	108	382.543	128.674	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	105	105	105	0	169.032	-16.0629	33.5553	0.138196	242.809	139	226	387.993	84.496	2	397.531	0.266979	14.973	14.973	14.973	0	86	53	69.5	23.3345	  DCIS 
35	209.587	1735.99	228.974	524.429	1610	69.2209	32.3323	0.884211	0.854565	187.64	2713.37	497.172	0.183231	1363.76	2491.74	2568	0.792837	261.38	757.982	767.476	453.58	0.709251	761.559	770.55	149.467	0.194751	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	147.6	-60.701	29.0512	0.131229	221.378	118	404	363.466	59.9692	2	138.671	0.0861313	35.0384	35.0384	35.0384	0	76	42	59	24.0416	  DCIS 
36	208.487	1923.14	174.957	566.082	2511	61.0408	52.7539	0.503081	0.975524	204.51	1693.84	365.34	0.215688	783.999	1472.21	3322	0.964296	223.338	680.146	682.444	368.548	0.163265	711.344	679.611	85.5056	0.125293	170	250	316.994	63.1249	2	125.834	0.0501131	15.5689	15.5689	15.5689	0	101	69	85	22.6274	196.743	19.9735	39.7916	0.147093	270.521	299	698	423.528	120.032	3	1040.85	0.414517	33.0295	16.3745	22.2197	8.38246	146	68	99.6667	41.0163	  DCIS 
37	263.753	159.466	61.131	198.436	9233	162.981	77.2077	0.880675	0.892422	449.446	1677.47	384.868	0.229434	834.862	1455.84	12910	0.705927	631.304	1220.38	1560.11	1246.21	0.650264	1560.4	1558.65	329.1	0.210947	184	1714	276.451	22.5819	3	1768.31	0.191521	114.698	14.7695	77.5963	48.9306	68	50	61.3333	9.86577	616.142	201.03	131.615	0.190769	689.919	872	3147	477.487	173.991	8	3160.37	0.34229	90.0762	10.5213	35.5212	21.3162	173	55	96.8889	42.5777	  Tumour 
38	213.581	1565.43	366.565	470.052	861	41.5201	26.625	0.767327	0.967416	114.811	1207.96	213.941	0.17711	245.183	986.332	1602	0.954139	158.953	845.577	848.401	534.506	0.386861	984.132	818.502	140.218	0.165273	109	132	447.009	193.14	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	109	109	109	0	112.923	-3.14826	40.7039	0.218017	186.7	103	118	333.398	29.9012	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	103	103	103	0	  Other 
39	229.083	1657.78	298.074	486.388	3705	125.65	41.1336	0.944897	0.837856	338.451	2236.03	434.32	0.194237	1079.87	2014.41	4954	0.877125	364.108	619.349	600.46	286.564	0.47546	605.097	600.161	58.0927	0.0967469	113	116	351.381	97.5113	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	113	113	113	0	124.352	6.66464	20.7124	0.10454	198.13	253	867	398.379	94.8826	3	1093.85	0.295235	58.449	28.8123	38.9763	15.0884	118	63	84.3333	29.5014	  DCIS 
40	245.711	787.069	1118.7	148.499	2536	79.2639	41.3683	0.853003	0.95662	209.38	1172.95	213.25	0.181806	623.601	951.325	5363	0.929785	306.995	651.38	713.496	399.601	0	0	0	542.072	0.75974	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	127.619	9.68549	36.8807	0.183125	201.396	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
41	272.73	239.464	65.2763	137.481	5542	105.768	67.7618	0.767819	0.944928	322.635	1762.36	484.31	0.274807	859.461	1540.74	6784	0.86863	392.735	1378.41	1455.56	1141.66	0.775862	1406.64	1491.19	366.511	0.251801	271	1045	256.362	2.49243	2	335.3	0.0605016	58.2001	58.2001	58.2001	0	138	133	135.5	3.53553	305.918	-30.7578	47.1016	0.124051	379.695	135	502	338.244	34.7476	2	1092.11	0.197061	48.0384	48.0384	48.0384	0	72	63	67.5	6.36396	  Tumour 
42	279.376	304.038	145.774	72.8011	5960	117.835	65.935	0.828793	0.950255	319.279	1765.86	480.556	0.272137	1056.69	1544.23	8439	0.885984	410.007	1051.6	1184.94	871.045	0.550136	1371.79	1115.96	312.34	0.263591	169	520	312.373	58.5036	2	1042.92	0.174987	39.4348	39.4348	39.4348	0	91	78	84.5	9.19239	359.401	77.9739	43.0572	0.0993983	433.179	395	1418	402.937	99.4399	5	848.87	0.142428	69.9018	15.2905	39.599	20.7179	104	60	79	16.0935	  Tumour 
43	280.186	100.172	61.131	188.939	4549	120.434	48.6939	0.914618	0.933703	320.534	1861.05	401.087	0.215516	908.19	1639.43	8439	0.869641	464.534	1306.75	1662.59	1348.7	0.654589	1754.48	1602.42	292.922	0.176184	152	373	320.48	66.6111	2	143.14	0.0314662	30.751	30.751	30.751	0	78	74	76	2.82843	776.877	259.248	149.797	0.176096	850.655	547	1570	492.777	189.28	4	548.324	0.120537	78.3303	20.7428	46.5742	22.2467	237	55	136.75	85.254	  Tumour 
44	255.313	2018.47	254.849	557.71	1442	51.8104	36.3825	0.711956	0.90125	159.497	2261.01	385.271	0.170398	1000.77	2039.38	1664	0.872117	179.539	638.24	670.561	356.665	0.547771	632.209	685.575	119.633	0.178408	47	48	291.957	38.0883	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	47	47	47	0	154.336	15.9165	20.286	0.0889294	228.114	84	84	371.464	67.9674	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	84	84	84	0	  DCIS 
45	267.4	2052.52	284.234	564.23	1602	57.5976	36.9383	0.767276	0.921219	167.054	1552.35	433.872	0.279493	802.372	1330.73	2291	0.949834	188.125	563.029	579.862	265.966	0.299401	623.66	571.335	143.25	0.247042	167	172	359.228	105.358	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	167	167	167	0	146.234	36.5482	32.4726	0.147595	220.012	194	197	428.253	124.756	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	194	194	194	0	  DCIS 
46	269.617	1985.86	253.553	530.179	932	36.1209	33.617	0.365833	0.957862	118.912	1847.23	417.128	0.225813	826.615	1625.6	1893	0.891243	192.167	759.499	759.988	446.092	0.396341	636.908	791.67	190.661	0.250874	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	121.921	13.6465	23.6479	0.120838	195.698	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
47	279.111	979.335	938.729	228.02	2090	69.7287	38.4768	0.833972	0.964022	183.882	2160.41	591.024	0.273571	1033.04	1938.78	3552	0.981758	234.225	508.676	466.338	152.442	0	0	0	195.415	0.419042	105	245	252.743	-1.12633	2	377.444	0.180595	20.4989	20.4989	20.4989	0	79	26	52.5	37.4767	119.06	3.49627	24.1663	0.125319	192.838	18	18	311.667	8.16981	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	18	18	18	0	  DCIS 
48	324.591	69.0325	108.724	158.518	6552	134.207	66.8323	0.86719	0.853681	369.688	1992.33	425.96	0.2138	495.074	1770.7	8116	0.86765	415.463	1441.51	1546.62	1232.73	0.438692	1688.69	1517.16	290.602	0.187895	253	601	336.909	83.0399	3	1083.21	0.165325	24.8137	16.4866	20.418	3.74134	98	72	84.3333	13.0512	935.902	266.906	207.417	0.205429	1009.68	755	1569	525.403	221.906	4	1445.87	0.220677	72.7856	12.4428	35.1485	18.1187	290	65	151	88.603	  Tumour 
49	288.842	1939.28	257.513	494.389	2342	73.0722	42.6576	0.811917	0.928996	209.581	1571.6	438.906	0.279273	823.047	1349.98	3376	0.966504	236.894	610.044	675.23	361.334	0.143541	643.667	676.326	142.622	0.211221	222	463	306.527	52.6578	2	381.075	0.162713	23.7082	23.7082	23.7082	0	153	69	111	59.397	93.6564	-10.8023	18.0737	0.107945	167.434	183	286	330.945	27.4485	2	231.898	0.0990171	16.2826	16.2826	16.2826	0	94	89	91.5	3.53553	  DCIS 
