rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 
237	1528.14	2511.77	2031.73	179.335	5984	102.329	77.9725	0.647601	0.938372	316.735	1678.97	800.487	0.476772	1270.09	1678.97	8581	0.95408	370.409	528.428	518.886	175.198	0	0	517.94	160.576	0.309463	121	127	139.413	13.7517	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	121	121	121	0	51.2147	9.12349	18.5176	0.143018	129.477	193	278	356.632	17.3825	2	2098.8	0.350736	16.6074	16.6074	16.6074	0	124	69	96.5	38.8909	  DCIS 
238	1519.67	1747.78	2228.87	100.245	3313	79.2778	53.5172	0.737764	0.971269	231.723	2547.78	891.615	0.349958	1764.52	2547.78	5559	0.836821	358.936	1294.57	1587.96	1244.27	0.43125	2113.3	1433.98	773.437	0.487063	116	116	160.517	34.8557	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	116	116	116	0	154.414	6.04221	59.231	0.254564	232.676	338	408	438.169	98.919	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	338	0	  Tumour 
239	1502.97	497.243	1600.25	104.235	2780	74.4424	51.5726	0.721143	0.919616	223.823	1245.85	513.759	0.412377	726.879	1245.85	4679	0.954508	276.953	508.341	488.918	145.23	0	0	491.557	71.2058	0.14564	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	118.174	35.3489	26.7023	0.135934	196.436	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
240	1498.97	657.024	1539.75	184.61	991	49.5134	26.103	0.849747	0.968719	131.154	1388.54	310.385	0.223534	677.486	1388.54	2057	0.975806	175.497	414.989	448.652	104.965	0	0	0	82.149	0.183102	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	85.8479	-25.9348	28.1248	0.171378	164.11	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
241	1538.21	342.578	1516.51	157.927	4904	104.38	64.1452	0.78889	0.910847	298.735	1032.92	282.586	0.273578	533.275	1032.92	9563	0.779762	486.291	1090.06	1618.68	1274.99	0.590389	1955.73	1457.85	572.253	0.353531	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	296.431	20.3659	41.5844	0.110983	374.693	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
242	1515.86	3039.13	2412.96	378.6	1424	46.3135	39.3287	0.528096	0.978694	139.74	1386.55	573.567	0.413664	893.03	1386.55	2244	0.910345	197.154	417.115	386.978	43.2907	0.309392	468.107	369.187	95.7943	0.247545	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	54.2386	31.6796	18.1957	0.137326	132.501	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
243	1534.73	2993.17	2388.7	329.419	3168	76.888	53.0206	0.724207	0.973272	219.966	2185	543.933	0.24894	1065.12	2185	4947	0.948792	282.936	425.94	436.656	92.9686	0.565574	431.819	440.656	80.0107	0.183235	218	279	134.234	8.57241	2	1202.38	0.37954	14.0094	14.0094	14.0094	0	109	109	109	0	22.3307	-9.86235	13.4029	0.13324	100.593	124	127	348.621	9.37132	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	124	124	124	0	  DCIS 
244	1581.93	428.874	1576.79	104.235	9348	134.151	89.6781	0.743727	0.94865	405.304	1585.76	511.131	0.322325	1029	1585.76	11992	0.926596	476.735	1205.75	1564.49	1220.81	0.511574	1863.52	1453.12	771.335	0.493025	324	999	183.941	58.2798	3	2421.76	0.259067	51.5441	23.6549	35.2185	13.0065	111	103	108	4.3589	519.116	185.262	88.3459	0.14789	597.378	997	1682	687.059	347.81	4	3593.05	0.384366	38.4489	17.7511	25.9716	6.57902	557	109	249.25	207.853	  Tumour 
245	1575.05	1653.68	1625.42	54.626	2760	90.6908	39.7603	0.898772	0.92246	235.581	1586.55	431.321	0.27186	778.139	1586.55	6631	0.948098	344.576	1072.51	1358.55	1014.86	0.240418	1194.62	1378.16	519.513	0.382402	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	185.343	-3.21982	54.298	0.205982	263.605	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
246	1572.3	2128.07	2557.02	154.509	2171	74.4992	41.3963	0.831409	0.860825	210.995	1145.28	405.832	0.35435	614.546	1145.28	3941	0.833192	295.581	1481.44	1493.46	1149.78	0.385768	1657.79	1453.3	433.177	0.290049	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	172.241	17.5248	46.7547	0.186643	250.503	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
247	1586.4	1385.39	2021.27	253.503	6160	108.958	72.984	0.742509	0.965215	313.664	1448.52	661.543	0.456701	943.88	1448.52	12282	0.898201	490.676	907.348	1094.35	750.661	0.25	1441.15	1045.79	436.187	0.398581	102	103	192.265	66.6032	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	102	102	102	0	237.049	113.063	75.6944	0.240063	315.311	509	938	560.931	221.682	3	435.125	0.0706372	45.1202	20.819	30.1028	11.7403	259	118	169.667	77.681	  Tumour 
248	1596.65	1704.35	2248.52	54.626	4792	102.675	61.2243	0.802766	0.91977	311.563	1061.68	282.118	0.265727	523.86	1061.68	6704	0.917225	367.848	1461.54	1605.2	1261.51	0.713376	1666.28	1569.38	455.277	0.283626	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	325.238	68.2405	65.5281	0.162399	403.5	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
249	1595	1939.62	2423.48	254.657	5177	91.2478	74.0546	0.584246	0.957463	288.149	1171	446.405	0.381216	752.259	1171	14584	0.861429	598.032	926.005	1338.07	994.386	0.401501	1308.91	1337.8	578.144	0.432072	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	118.304	-6.66543	25.7838	0.131171	196.566	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
250	1608.04	2604	2152.96	68.0074	6782	108.031	80.612	0.66573	0.96144	328.534	1822.74	997.821	0.547429	1423.2	1822.74	8476	0.930406	395.279	638.347	679.45	335.763	0.290503	1232.51	578.674	383.788	0.564851	123	126	171.293	45.6311	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	123	123	123	0	85.7646	43.0794	43.3339	0.264188	164.027	69	69	384.362	45.1127	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
251	1595.84	605.058	1648.2	109.809	5043	106.556	62.3968	0.810618	0.934754	294.593	2028.43	759.983	0.374666	1294.71	2028.43	7547	0.939032	364.451	497.15	522.896	179.209	0.106707	381.6	534.36	128.509	0.245764	366	1086	174.246	48.5844	3	657.956	0.130469	65.9082	16.6576	44.1013	22.4541	131	111	122	10.1489	109.053	8.95157	38.6651	0.206417	187.315	411	1419	436.676	97.4268	4	918.077	0.18205	68.3849	13.9128	38.5013	20.4907	127	62	102.75	29.1362	  Other 
252	1590.64	743.194	1604.37	116.211	2180	69.8617	40.7293	0.812472	0.906822	203.137	960.884	307.389	0.319902	478.218	960.884	3877	0.970706	250.409	667.367	714.457	370.77	0.0226244	2929.8	691.167	358.828	0.502239	104	119	231.74	106.079	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	104	104	104	0	110.983	12.2137	41.2728	0.218092	189.245	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
253	1608.91	2671.99	3029.87	68.0074	4217	88.4189	64.2234	0.687321	0.855549	329.22	1005.18	295.951	0.294425	579.413	1005.18	8969	0.937591	391.907	1182.43	1326.13	982.445	0.298851	1188.34	1343.41	431.473	0.325362	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	147.051	9.38229	24.1588	0.107223	225.313	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
254	1591.86	2954.85	2395.89	283.51	2607	78.4667	43.3908	0.833192	0.964127	216.551	2345.42	544.735	0.232255	1337.7	2345.42	4173	0.963296	264.693	563.108	525.423	181.736	0.339207	483.377	535.027	107.971	0.205494	103	105	160.845	35.1831	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	103	103	103	0	79.2178	-8.47462	27.0294	0.171637	157.48	253	287	430.949	91.699	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	253	253	253	0	  DCIS 
255	1627.53	1488.58	2121.23	173.303	8079	129.528	82.6071	0.770238	0.936696	373.605	1215.7	353	0.290367	793.747	1215.7	11891	0.897299	480.191	865.146	1017.08	673.39	0.13785	1224.41	1000.86	321.658	0.316257	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	233.675	61.3566	29.7419	0.095346	311.937	258	309	374.205	34.9558	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	258	258	258	0	  Tumour 
256	1634.14	143.276	1881.19	194.165	5701	93.1631	78.3415	0.541178	0.975197	295.765	1000.7	291.712	0.291509	600.193	1000.7	18097	0.900348	628.215	1358.82	1677.11	1333.43	0.177536	2134.8	1626.33	909.123	0.542077	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	364.26	92.6009	73.8296	0.166838	442.523	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
257	1623.21	3003.84	2453.29	332.295	2617	66.1538	51.9231	0.619643	0.974311	197.782	2349.85	520.787	0.221625	1216.92	2349.85	3841	0.954523	246.024	458.045	501.275	157.588	0.220721	522.633	497.904	60.047	0.119789	160	371	138.975	13.3135	2	301.84	0.115338	30.3227	30.3227	30.3227	0	111	49	80	43.8406	38.402	-29.3375	23.3028	0.199742	116.664	190	395	336.879	-2.3707	2	115.731	0.0442228	27.4864	27.4864	27.4864	0	123	67	95	39.598	  DCIS 
258	1621.59	831.756	1615.48	171.234	2327	61.9557	48.1554	0.629186	0.972826	184.024	1135.52	457.659	0.403039	796.613	1135.52	4065	0.972954	249.439	541.361	610.942	267.255	0	0	0	408.697	0.668961	425	811	152.628	26.9667	2	531.754	0.228515	30.7283	30.7283	30.7283	0	360	65	212.5	208.597	46.9979	1.08776	19.1199	0.152642	125.26	143	146	326.28	-12.9699	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	143	143	143	0	  Other 
259	1666.66	1243.56	1998.19	233.431	7452	123.799	76.8401	0.784062	0.973481	346.534	1502.07	616.667	0.410544	1022.1	1502.07	8735	0.916003	417.806	885.109	851.935	508.248	0.188679	1670.7	758.773	440.77	0.517375	220	806	171.595	45.9339	2	690.324	0.0926361	55.3268	55.3268	55.3268	0	123	97	110	18.3848	341.069	213.242	98.7846	0.235577	419.331	576	1124	404.184	64.9344	3	1751.45	0.235031	43.1984	19.131	28.9599	11.2923	237	154	192	41.9404	  Tumour 
260	1660.94	443.128	1656.93	166.973	5035	101.486	66.3634	0.756567	0.899589	319.279	1424.14	462.972	0.32509	837.511	1424.14	7054	0.797874	443.078	1054.5	1239.21	895.528	0.5475	1189.35	1258.28	409.022	0.330066	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	318.104	41.6904	99.5957	0.251272	396.366	205	207	724.317	385.067	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	205	205	205	0	  Tumour 
261	1697.09	1785.49	2376.21	179.011	11795	144.595	104.549	0.690795	0.978432	430.274	1171.96	334.785	0.285663	734.523	1171.96	24449	0.860456	749.553	1197.89	1766.61	1422.92	0.611455	2158.61	1574.77	675.886	0.38259	180	207	173.461	47.7996	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	180	180	180	0	454.159	107.846	78.1985	0.146873	532.421	1176	2450	621.475	282.226	4	3924.98	0.332766	54.3487	24.9248	33.3207	10.662	561	92	294	231.019	  Tumour 
262	1682.62	672.02	1742.72	84.4808	5375	98.3118	69.9166	0.703017	0.979588	281.765	1655.03	725.116	0.43813	1206.3	1655.03	7176	0.937917	348.995	628.553	998.409	654.722	0.3375	1851.95	802.826	962.982	0.964516	147	156	182.156	56.4949	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	147	147	147	0	94.2207	5.81039	46.4589	0.269354	172.483	105	105	430.276	91.0265	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	105	105	105	0	  Tumour 
263	1660.37	2255.19	1974.15	154.509	3902	110.946	46.3997	0.908347	0.922241	300.551	1007.76	341.893	0.339259	610.556	1007.76	7268	0.855059	416.936	1399.83	1343.34	999.651	0.0502646	1436.68	1343.14	390.05	0.290358	133	142	162.158	36.4964	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	133	133	133	0	212.569	62.6784	34.8711	0.119901	290.831	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
264	1693.48	2825.25	2368.22	174.542	4880	119.298	53.1876	0.895113	0.967294	296.836	2074.98	745.966	0.359505	1423.3	2074.98	7439	0.973436	358.894	577.58	564.682	220.995	0	0	0	179.268	0.317468	110	113	158.882	33.2203	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	110	110	110	0	51.4076	-1.24957	31.1773	0.240436	129.67	182	192	428.769	89.5196	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	182	182	182	0	  DCIS 
265	1692.36	2452.91	2117.88	234.201	4317	84.0165	66.5524	0.610347	0.976918	254.593	1060.18	359.901	0.339472	698.75	1060.18	7427	0.948774	351.865	1064.62	1077.58	733.894	0	0	0	399.962	0.371166	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	181.931	45.4194	42.3051	0.162591	260.193	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
266	1731.62	1666.36	2317.52	157.458	13449	166.312	109.149	0.75451	0.898157	486.801	1077.44	257.053	0.238577	633.208	1077.44	18976	0.91165	607.931	1116.84	1841.68	1498	0.67037	1850.63	1869.49	893.272	0.48503	249	1372	152.542	26.8806	2	2986.65	0.222072	94.6698	94.6698	94.6698	0	140	109	124.5	21.9203	338.727	-0.806625	57.0323	0.136772	416.989	1277	2964	549.395	210.146	3	4122.53	0.30653	58.163	26.2342	42.5559	14.2897	1027	115	425.667	520.866	  Tumour 
267	1718.87	1906.1	2479.42	290.241	9580	126.515	97.3018	0.639138	0.976654	382.291	1337.5	441.687	0.330233	897.972	1337.5	16487	0.932786	580.014	1446.4	1882.67	1538.99	0.626506	1813.35	1916.69	739.291	0.392681	123	126	162.341	36.6799	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	123	123	123	0	403.238	131.326	74.853	0.155458	481.5	354	372	863.927	524.677	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	354	354	354	0	  Tumour 
268	1707.26	752.935	1714.86	84.4808	2363	79.0869	39.1103	0.869165	0.929583	204.409	930.924	221.381	0.237807	299.701	930.924	9835	0.916333	425.605	1269.93	1862.24	1518.56	0.447721	2333.67	1700.57	937.544	0.503449	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	329.806	25.5898	48.5335	0.118935	408.069	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
269	1707.38	2941.99	2462.61	287.235	3726	100.267	48.2446	0.876632	0.974882	253.196	1627.89	466.608	0.286634	909.905	1627.89	5664	0.979253	306.225	547.141	542.194	198.507	0	0	0	180.972	0.333776	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	54.1851	3.89052	21.5095	0.162401	132.447	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
270	1743.1	1095.75	1980.29	290.408	7511	133.513	72.7139	0.838682	0.971795	350.978	2100.76	533.251	0.253837	1340.91	2100.76	10306	0.949512	441.706	780.179	848.645	504.958	0	0	0	209.132	0.24643	156	160	207.282	81.6205	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	156	156	156	0	298.684	78.3208	42.9518	0.113947	376.946	785	1647	836.441	497.191	1	0	0	 NaN 	 NaN 	 NaN 	0	613	172	392.5	311.834	  Tumour 
271	1739.05	432.177	1730.8	224.45	6827	107.626	82.4742	0.642483	0.942695	336.049	1430.15	443.005	0.309762	892.953	1430.15	12028	0.874255	510.191	981.038	1185.32	841.629	0.253275	1002	1218.34	335.486	0.283035	107	109	171.617	45.9553	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	107	107	107	0	336.091	55.9103	53.1859	0.128359	414.353	463	584	659.19	319.94	2	140.281	0.0205479	18.0022	18.0022	18.0022	0	372	91	231.5	198.697	  Tumour 
272	1727.88	82.5795	1992.7	201.137	3781	106.076	46.3044	0.899694	0.954316	265.765	1477.31	653.769	0.442539	1013.48	1477.31	5176	0.869478	365.019	1052.59	1103.27	759.582	0.310897	2121.25	921.495	967.814	0.877223	243	457	162.235	36.573	2	1785.33	0.472186	24.0195	24.0195	24.0195	0	150	93	121.5	40.3051	114.334	7.51069	79.1096	0.410755	192.596	69	69	405.362	66.1127	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
273	1711.86	2721.25	2308.87	114.061	1002	40.4114	31.9438	0.612506	0.978516	117.74	1072.32	506.988	0.472796	747.784	1072.32	2114	0.99717	172.77	483.227	488.167	144.479	0	0	0	67.7146	0.138712	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	21.0303	-5.47696	26.0072	0.261925	99.2924	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
274	1738.63	2585.95	2238.73	135.329	1835	51.8788	45.3053	0.4872	0.978667	161.882	1082.96	314.696	0.290588	672.654	1082.96	3923	0.903085	274.208	1311.3	1196.86	853.175	0	0	0	418.383	0.349567	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	137.638	12.1527	35.0569	0.162376	215.9	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
275	1759.25	1273	2090.03	229.212	4638	84.9688	71.0884	0.547751	0.932074	280.936	971.557	266.599	0.274403	497.261	971.557	6926	0.887721	364.936	920.559	969.85	626.163	0.444785	1318.39	867.584	440.693	0.454393	178	194	173.781	48.1194	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	178	178	178	0	251.549	96.424	68.1703	0.206695	329.811	506	717	494.67	155.42	2	644.694	0.139003	21.3924	21.3924	21.3924	0	311	195	253	82.0244	  Tumour 
276	1762.49	289.471	1730.04	194.165	3696	76.8896	61.5938	0.598574	0.977002	233.966	1289.49	547.61	0.424671	871.542	1289.49	6426	0.867441	370.108	1115.68	966.108	622.421	0	0	0	261.637	0.270815	225	521	201.787	76.1251	2	163.657	0.0442795	33.3504	33.3504	33.3504	0	114	111	112.5	2.12132	325.69	177.628	105.59	0.261393	403.952	577	756	643.121	303.872	2	789.79	0.213688	20.5191	20.5191	20.5191	0	374	203	288.5	120.915	  Tumour 
277	1799.57	795.168	1896.19	102.044	9219	136.93	87.7679	0.767567	0.93651	398.475	1802.96	592.946	0.328874	1082.09	1802.96	13462	0.915035	506.676	1253.06	1508.86	1165.17	0.196903	2149.08	1436.6	755.857	0.500946	245	764	191.086	65.4242	2	1131.58	0.122745	51.4706	51.4706	51.4706	0	139	106	122.5	23.3345	346.056	65.6572	69.8614	0.164644	424.318	525	2544	722.314	383.065	4	1545.24	0.167615	65.4186	13.6137	45.5478	16.5165	249	88	131.25	78.657	  Tumour 
278	1797.04	1427.47	2211.79	119.708	8990	110.21	104.695	0.312362	0.982728	364.291	1389.64	473.438	0.340691	956.154	1389.64	17212	0.934064	551.73	912.205	1126.81	783.127	0.0481172	867.783	1136.07	391.001	0.346997	112	113	188.161	62.4992	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	112	112	112	0	308.097	71.4638	64.0033	0.165658	386.359	692	886	806.777	467.528	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	692	692	692	0	  Tumour 
279	1793.04	1619.16	2330.94	217.187	7021	132.832	70.6239	0.846946	0.913479	360.818	1366.76	469.222	0.343309	867.146	1366.76	9882	0.865627	479.446	967.373	972.312	628.624	0.444444	979.576	971.408	205.38	0.211229	256	1016	163.566	37.9049	3	1850.58	0.263578	64.5024	25.2321	43.32	17.725	107	48	85.3333	32.4705	242.668	99.1349	98.9139	0.30821	320.93	205	222	386.351	47.1016	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	205	205	205	0	  Tumour 
280	1827.86	1938.8	2578.01	189.082	12249	144.462	110.542	0.643801	0.973611	439.345	1175.82	314.872	0.267789	756.565	1175.82	30237	0.923775	770.382	981.501	1404.03	1060.35	0.255255	1899.71	1323.52	750.093	0.534242	226	715	142.288	16.6261	2	5147.84	0.420266	45.9321	45.9321	45.9321	0	115	111	113	2.82843	367.942	140.096	73.7557	0.165296	446.204	1357	2159	543.22	203.97	1	0	0	 NaN 	 NaN 	 NaN 	0	1291	66	678.5	866.206	  Tumour 
281	1819.79	2232.7	2096.19	166.397	4418	96.6845	58.6551	0.794957	0.964629	266.693	873.636	213.053	0.243869	484.608	873.636	23429	0.964911	610.257	1314.55	1612.25	1268.57	0.0360531	1513.11	1609.01	615.642	0.381852	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	206.601	-1.50727	24.1253	0.0846908	284.863	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
282	1816.21	1267.8	2134.23	198.957	2107	55.8376	50.28	0.434921	0.933954	191.782	1134.61	546.759	0.48189	700.324	1134.61	3530	0.969248	235.882	730.282	743.972	400.285	0.351852	1007.22	693.834	248.212	0.33363	102	105	161.598	35.9365	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	102	102	102	0	92.3544	27.3477	42.5887	0.249616	170.617	108	110	265.093	-74.1571	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	108	108	108	0	  Tumour 
283	1827.01	78.2492	2080	148.061	3647	73.0721	63.7376	0.48905	0.980376	227.924	2104.68	672.321	0.31944	1179.96	2104.68	6348	0.936007	343.48	830.322	927.494	583.806	0	0	0	326.088	0.351579	284	443	220.835	95.173	2	949.065	0.260232	19.8057	19.8057	19.8057	0	153	131	142	15.5563	139.313	19.0269	25.586	0.117596	217.575	140	143	465.179	125.929	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	140	140	140	0	  DCIS 
284	1872.21	2610.87	3123.95	135.329	9476	124.407	97.4593	0.621529	0.976002	382.233	1072.93	289.408	0.269737	601.885	1072.93	20198	0.928857	601.73	994.075	1423.95	1080.27	0	0	1418.33	492.034	0.345541	221	683	156.484	30.8226	2	507.84	0.0535922	47.3061	47.3061	47.3061	0	116	105	110.5	7.77817	180.533	-23.1215	34.8961	0.134841	258.795	947	1987	552.6	213.35	3	1033.91	0.109109	44.7602	17.3838	33.3983	12.7624	533	81	315.667	226.498	  Tumour 
285	1874.8	1184.83	2139.29	258.275	9054	115.374	100.423	0.492312	0.97691	369.99	1478.28	619.448	0.419034	1000.09	1478.28	12337	0.954138	445.321	1054.41	1229.73	886.043	0	0	1229.81	585.84	0.476397	109	110	200.679	75.0174	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	109	109	109	0	276.007	89.6613	49.0566	0.138473	354.269	98	100	516.816	177.567	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	98	98	98	0	  Tumour 
286	1878.29	217.38	1838.34	148.061	8877	123.546	91.8976	0.668366	0.981426	366.576	1406.69	460.316	0.327234	935.409	1406.69	11995	0.905625	508.718	1044.12	1209.98	866.297	0.257271	1783.49	1112.2	507.904	0.419761	112	112	181.179	55.517	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	112	112	112	0	324.06	102.404	52.3549	0.130132	402.322	851	1304	836.999	497.749	2	475.045	0.0535141	20.4582	20.4582	20.4582	0	735	116	425.5	437.699	  Tumour 
287	1881.88	3028.61	2646.21	319.866	4699	83.5559	72.1544	0.50427	0.968467	269.321	1060.94	350.54	0.330406	625.557	1060.94	6615	0.948251	326.894	502.945	477.461	133.774	0.172881	504.706	475.301	79.2876	0.166061	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	55.4291	5.81176	16.1175	0.120558	133.691	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
