rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 309.166 	 2367.56 	 134.134 	 255.562 	 5245 	 103.237 	 65.1181 	 0.775974 	 0.956768 	 300.919 	 1409.52 	 300.898 	 0.213476 	 -226.43 	 1277.74 	 1002.29 	 467.377 	 69.4503 	 0.0618371 	 1123.12 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 352 	 855 	 145.386 	 23.5329 	 5 	 1570.12 	 0.299356 	 32.6547 	 8.798 	 18.5055 	 6.40371 	 98 	 45 	 58.6667 	 19.8057 	 6811 	 0.829598 	 447.831 	 169.762 	 237.223 	 183.82 	 0.745358 	 237.178 	 233.604 	 84.2497 	 0.35515 	  Tumour 
12 	 322.583 	 2984.57 	 628.669 	 304.007 	 5274 	 93.6316 	 73.0123 	 0.62605 	 0.975583 	 287.563 	 1388.64 	 317.346 	 0.228531 	 57.7269 	 1256.86 	 590.136 	 139.052 	 71.7646 	 0.10094 	 710.965 	 90 	 191 	 1164.01 	 935.87 	 2 	 182.989 	 0.0346964 	 18.6815 	 18.6815 	 18.6815 	 0 	 45 	 45 	 45 	 0 	 400 	 1615 	 159.327 	 37.4741 	 7 	 780.402 	 0.147971 	 54.5217 	 10.5721 	 28.8786 	 12.0521 	 83 	 43 	 57.1429 	 14.2528 	 7240 	 0.915644 	 390.718 	 176.858 	 259.587 	 206.184 	 0.0334347 	 125.818 	 257.649 	 120.291 	 0.463394 	  Tumour 
13 	 346.71 	 1703.58 	 691.725 	 291.247 	 2495 	 108.91 	 34.1189 	 0.949662 	 0.831113 	 276.693 	 1253.25 	 344.829 	 0.275148 	 -49.2486 	 1121.47 	 750.927 	 282.364 	 98.5567 	 0.113055 	 871.757 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 106 	 134 	 132.085 	 10.2315 	 2 	 721.78 	 0.289291 	 9.18138 	 9.18138 	 9.18138 	 0 	 59 	 47 	 53 	 8.48528 	 3988 	 0.800482 	 362.291 	 133.6 	 156.22 	 102.818 	 0.4377 	 162.336 	 154.037 	 46.2625 	 0.296136 	  Tumour 
14 	 329.115 	 1645.23 	 745.089 	 317.921 	 3341 	 91.2205 	 50.7331 	 0.831076 	 0.84797 	 275.421 	 1355.75 	 325.516 	 0.2401 	 -94.0409 	 1223.97 	 614.629 	 199.207 	 147.681 	 0.200801 	 735.458 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 53 	 53 	 127.321 	 5.46731 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 5570 	 0.681012 	 446.132 	 116.034 	 122.229 	 68.8268 	 0.520833 	 144.12 	 112.856 	 50.8674 	 0.416164 	  Tumour 
15 	 362.308 	 2346.23 	 189.085 	 312.751 	 4539 	 115.799 	 51.3933 	 0.896118 	 0.934912 	 304.576 	 1253.02 	 290.281 	 0.231664 	 -135.437 	 1121.24 	 873.773 	 248.705 	 90.66 	 0.0911519 	 994.603 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 137 	 268 	 144.971 	 23.1174 	 2 	 758.238 	 0.16705 	 20.4055 	 20.4055 	 20.4055 	 0 	 85 	 52 	 68.5 	 23.3345 	 6548 	 0.846104 	 436.274 	 226.606 	 304.292 	 250.89 	 0.586486 	 313.189 	 299.145 	 137.753 	 0.4527 	  Tumour 
16 	 355.568 	 2478.46 	 208.751 	 292.98 	 4242 	 80.9463 	 68.9328 	 0.524214 	 0.975172 	 257.238 	 1790.84 	 501.324 	 0.279938 	 271.218 	 1659.06 	 872.579 	 257.333 	 58.9493 	 0.0593404 	 993.409 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 284 	 786 	 176.708 	 54.8543 	 4 	 1038.43 	 0.244796 	 37.4344 	 15.4761 	 22.6389 	 7.47815 	 108 	 49 	 71 	 26.1406 	 5667 	 0.92856 	 329.765 	 166.57 	 213.452 	 160.049 	 0.234483 	 175.456 	 215.256 	 73.6 	 0.344808 	  Tumour 
17 	 356.102 	 1560.94 	 832.905 	 247.582 	 1592 	 48.5738 	 42.5859 	 0.480991 	 0.932084 	 158.669 	 1460.86 	 330.018 	 0.225907 	 127.71 	 1329.08 	 508.243 	 84.8866 	 149.975 	 0.238406 	 629.072 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 90 	 125 	 134.567 	 12.7132 	 2 	 278.514 	 0.174946 	 10 	 10 	 10 	 0 	 45 	 45 	 45 	 0 	 2665 	 0.681411 	 316.693 	 99.4653 	 108.434 	 55.0313 	 0.297491 	 141.892 	 101.785 	 48.4436 	 0.446757 	  Tumour 
18 	 368.686 	 1604.36 	 794.063 	 260.969 	 3087 	 74.0082 	 55.56 	 0.660612 	 0.961682 	 220.409 	 1567.76 	 382.499 	 0.243978 	 353.097 	 1435.98 	 733.552 	 203.232 	 81.3303 	 0.095192 	 854.381 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 135 	 392 	 117.007 	 -4.84604 	 3 	 869.985 	 0.281822 	 25.0799 	 13 	 18.8936 	 5.40703 	 45 	 45 	 45 	 0 	 4339 	 0.91098 	 284.309 	 122.303 	 154.857 	 101.455 	 0.630952 	 132.836 	 162.994 	 58.3247 	 0.376636 	  Tumour 
19 	 383.366 	 2886.15 	 552.637 	 262.574 	 6446 	 132.964 	 62.9616 	 0.88078 	 0.960226 	 346.718 	 1519.79 	 432.738 	 0.284735 	 529.795 	 1388.01 	 724.631 	 215.415 	 87.1911 	 0.103129 	 845.461 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 364 	 721 	 165.316 	 43.4625 	 4 	 425.876 	 0.0660683 	 26.8758 	 9.55249 	 17.9931 	 6.17304 	 192 	 45 	 91 	 68.4349 	 8150 	 0.91738 	 420.517 	 167.267 	 214.714 	 161.312 	 0.161473 	 416.754 	 193.616 	 120.857 	 0.562873 	  Tumour 
20 	 423.351 	 2308.39 	 256.632 	 250.282 	 3467 	 101.898 	 46.7591 	 0.888498 	 0.918897 	 273.279 	 1362.04 	 351.469 	 0.258046 	 23.2908 	 1230.26 	 805.07 	 97.8277 	 46.9835 	 0.0507436 	 925.9 	 18 	 20 	 1299.5 	 1071.36 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 18 	 18 	 18 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 12015 	 0.918227 	 537.931 	 203.321 	 275.97 	 222.568 	 0.406383 	 333.466 	 263.56 	 118.258 	 0.428516 	  Tumour 
21 	 448.408 	 1728.38 	 701.317 	 205.3 	 3612 	 77.2989 	 61.4132 	 0.607277 	 0.967846 	 235.966 	 1319.92 	 255.204 	 0.193347 	 248.564 	 1188.14 	 800.26 	 161.386 	 88.6115 	 0.0962029 	 921.09 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 205 	 372 	 145.844 	 23.9905 	 2 	 395.938 	 0.109617 	 20.0693 	 20.0693 	 20.0693 	 0 	 168 	 37 	 102.5 	 92.631 	 5756 	 0.880392 	 353.12 	 149.833 	 200.29 	 146.888 	 0.049505 	 249.933 	 195.641 	 71.6641 	 0.357801 	  Tumour 
22 	 446.67 	 2409.21 	 274.243 	 304.821 	 1465 	 53.9112 	 40.4323 	 0.66146 	 0.826283 	 181.723 	 1164.9 	 302.09 	 0.259327 	 424.181 	 1033.12 	 710.027 	 50.6954 	 39.9063 	 0.0480303 	 830.857 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3416 	 0.907063 	 273.664 	 190.813 	 247.987 	 194.585 	 0.441558 	 285.265 	 238.644 	 118.435 	 0.477586 	  Tumour 
23 	 466.777 	 2893.45 	 595.504 	 183.576 	 4838 	 95.4433 	 66.9263 	 0.71295 	 0.93506 	 318.434 	 1056.48 	 157.021 	 0.148626 	 63.273 	 924.703 	 580.834 	 45.6182 	 57.6845 	 0.082211 	 701.664 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7921 	 0.881875 	 462.316 	 177.144 	 251.309 	 197.907 	 0.189258 	 379.149 	 234.159 	 138.708 	 0.55194 	  Tumour 
24 	 470.095 	 2808.56 	 525.595 	 147.187 	 2831 	 94.4849 	 41.4489 	 0.898642 	 0.896453 	 243.238 	 798.085 	 137.117 	 0.171807 	 239.802 	 666.303 	 549.896 	 56.574 	 98.3352 	 0.14661 	 670.726 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 85 	 147 	 129.8 	 7.94655 	 2 	 103.788 	 0.0366613 	 12.4989 	 12.4989 	 12.4989 	 0 	 59 	 26 	 42.5 	 23.3345 	 4097 	 0.840583 	 319.321 	 182.822 	 179.742 	 126.339 	 0.0472727 	 204.231 	 178.155 	 91.6011 	 0.509626 	  Tumour 
25 	 479.775 	 2980.45 	 678.425 	 147.031 	 4384 	 94.8291 	 61.7069 	 0.759321 	 0.947687 	 273.664 	 1450.68 	 427.843 	 0.294926 	 490.836 	 1318.9 	 463.356 	 94.3445 	 61.2797 	 0.104898 	 584.185 	 45 	 45 	 858.244 	 630.104 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 181 	 263 	 171.536 	 49.6825 	 2 	 739.384 	 0.168655 	 13.7292 	 13.7292 	 13.7292 	 0 	 114 	 67 	 90.5 	 33.234 	 5487 	 0.915263 	 326.149 	 128.009 	 151.943 	 98.5407 	 0 	 0 	 152.046 	 60.3917 	 0.397463 	  Tumour 
26 	 480.254 	 2289.44 	 316.623 	 193.61 	 4328 	 77.7019 	 76.777 	 0.153836 	 0.868902 	 291.037 	 1530.55 	 388.55 	 0.253863 	 918.114 	 1398.77 	 812.446 	 81.2273 	 66.776 	 0.0715502 	 933.275 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 133 	 263 	 159.256 	 37.4022 	 2 	 1512.23 	 0.349407 	 20.7436 	 20.7436 	 20.7436 	 0 	 78 	 55 	 66.5 	 16.2635 	 4962 	 0.875905 	 319.078 	 206.653 	 242.203 	 188.801 	 0.550725 	 239.059 	 244.997 	 68.078 	 0.281078 	  Tumour 
27 	 489.811 	 2356.58 	 315.458 	 237.497 	 4390 	 81.1942 	 70.7642 	 0.49032 	 0.947959 	 266.693 	 1536.42 	 323.3 	 0.210424 	 878.12 	 1404.64 	 836.823 	 -13.7046 	 41.1211 	 0.0429395 	 957.653 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 355 	 830 	 166.118 	 44.2649 	 3 	 539.682 	 0.122934 	 48.5888 	 12.8962 	 27.0154 	 12.9329 	 189 	 40 	 88.75 	 68.5341 	 5230 	 0.917383 	 308.735 	 155.384 	 239.667 	 186.264 	 0.931818 	 240.61 	 238.158 	 91.7554 	 0.382846 	  Tumour 
28 	 491.148 	 2450.06 	 325.011 	 273.222 	 4664 	 82.5971 	 73.4484 	 0.457448 	 0.933734 	 273.765 	 1340.03 	 362.529 	 0.270539 	 865.45 	 1208.24 	 668.431 	 183.853 	 133.289 	 0.168878 	 789.261 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 208 	 783 	 162.837 	 40.9831 	 3 	 1120.3 	 0.240202 	 40.3916 	 12.8411 	 30.8801 	 13.9799 	 98 	 48 	 69.3333 	 25.7941 	 5632 	 0.878216 	 355.463 	 150.18 	 175.42 	 122.018 	 0.384365 	 221.246 	 164.282 	 91.1586 	 0.519658 	  Tumour 
29 	 481.673 	 2046.96 	 575.759 	 220.792 	 1626 	 60.7255 	 34.7628 	 0.819934 	 0.959292 	 168.61 	 1231.16 	 310.496 	 0.252198 	 618.19 	 1099.38 	 603.476 	 100.217 	 74.8343 	 0.103319 	 724.305 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2077 	 0.963805 	 182.225 	 83.8007 	 82.872 	 29.4696 	 0 	 0 	 0 	 20.2121 	 0.243896 	  Other 
30 	 512.664 	 1483.14 	 952.956 	 73.0068 	 2137 	 79.6171 	 36.3288 	 0.889829 	 0.917167 	 208.066 	 1554.05 	 572.218 	 0.368212 	 993.4 	 1422.26 	 731.964 	 63.5868 	 192.232 	 0.225414 	 852.793 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 90 	 180 	 124.344 	 2.491 	 2 	 663.93 	 0.310683 	 17.4642 	 17.4642 	 17.4642 	 0 	 45 	 45 	 45 	 0 	 3872 	 0.748357 	 357.848 	 126.229 	 141.595 	 88.193 	 0.342105 	 153.26 	 137.78 	 51.8336 	 0.366069 	  Tumour 
31 	 528.781 	 1377.44 	 1057.98 	 76.2758 	 4180 	 132.876 	 42.4129 	 0.94769 	 0.933452 	 318.978 	 1186.44 	 307.491 	 0.259172 	 246.664 	 1054.65 	 681.28 	 147.938 	 132.728 	 0.165473 	 802.109 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 183 	 647 	 120.579 	 -1.27421 	 3 	 1411.9 	 0.337775 	 53.8973 	 25.9687 	 36.1745 	 13.7806 	 76 	 45 	 61 	 15.5242 	 5084 	 0.827878 	 376.534 	 108.865 	 138.291 	 84.8891 	 0.337423 	 188.273 	 125.763 	 74.7362 	 0.540425 	  Tumour 
32 	 539.047 	 2398.04 	 364.79 	 250.936 	 2701 	 93.4682 	 39.4508 	 0.90656 	 0.901836 	 244.25 	 1423.2 	 425.47 	 0.298954 	 940.401 	 1291.41 	 756.841 	 162.119 	 85.0033 	 0.096851 	 877.67 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 155 	 280 	 178.316 	 56.4627 	 2 	 673.677 	 0.249418 	 18.2641 	 18.2641 	 18.2641 	 0 	 91 	 64 	 77.5 	 19.0919 	 3762 	 0.69783 	 357.647 	 130.162 	 157.688 	 104.286 	 0.57047 	 196.488 	 141.373 	 77.3326 	 0.490416 	  Tumour 
33 	 547.265 	 1420.63 	 1023.03 	 31.4006 	 3392 	 107.761 	 41.2462 	 0.923849 	 0.938832 	 269.078 	 1307.87 	 299.789 	 0.22922 	 681.379 	 1176.08 	 996.655 	 -8.69011 	 93.0493 	 0.0832668 	 1117.48 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 75 	 79 	 154.36 	 32.5066 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 4518 	 0.854872 	 339.12 	 139.268 	 174.526 	 121.124 	 0.84083 	 171.848 	 173.606 	 49.8697 	 0.285744 	  Tumour 
34 	 546.39 	 2334.32 	 373.15 	 189.214 	 3258 	 81.9638 	 51.8909 	 0.774074 	 0.948472 	 244.652 	 1356.76 	 310.371 	 0.228758 	 829.166 	 1224.98 	 799.872 	 18.3448 	 72.6138 	 0.0788679 	 920.702 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 300 	 659 	 166.223 	 44.3699 	 4 	 392.559 	 0.120491 	 43.3072 	 11.1908 	 23.7856 	 11.7723 	 159 	 34 	 75 	 56.9971 	 4569 	 0.943034 	 294.836 	 163.282 	 204.012 	 150.61 	 0.620553 	 190.363 	 206.814 	 54.956 	 0.269377 	  Tumour 
