rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
139 	 1112.07 	 383.772 	 1091.55 	 351.673 	 2348 	 90.8521 	 35.1801 	 0.921986 	 0.941837 	 237.48 	 937.632 	 374.759 	 0.399687 	 590.018 	 837.797 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 135.318 	 -1.23136 	 25.373 	 0.133304 	 190.34 	 3718 	 0.923956 	 278.326 	 131.168 	 150.776 	 95.0201 	 0.437262 	 143.974 	 151.356 	 57.4847 	 0.38126 	  Tumour 
140 	 1144.4 	 837.298 	 1300.16 	 415.293 	 5237 	 106.673 	 65.6021 	 0.788541 	 0.94106 	 297.706 	 997.456 	 209.287 	 0.20982 	 363.619 	 897.621 	 63 	 63 	 1470.02 	 1206.34 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	 195 	 492 	 179.108 	 41.5215 	 3 	 1311.48 	 0.250425 	 28.0864 	 11.5226 	 20.5496 	 7.49694 	 70 	 62 	 65 	 4.3589 	 431.471 	 65.4779 	 70.6269 	 0.145176 	 486.493 	 6717 	 0.924443 	 382.066 	 331.073 	 445.746 	 389.991 	 0.333333 	 633.932 	 406.207 	 195.129 	 0.437757 	  Tumour 
141 	 1180.41 	 240.185 	 1135.77 	 347.932 	 3717 	 76.9745 	 61.9375 	 0.593751 	 0.9543 	 249.664 	 823.115 	 177.517 	 0.215665 	 481.893 	 723.28 	 45 	 45 	 763.511 	 499.84 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 154 	 298 	 169.994 	 32.4073 	 2 	 478.396 	 0.128705 	 21.8479 	 21.8479 	 21.8479 	 0 	 83 	 71 	 77 	 8.48528 	 310.145 	 10.3913 	 76.1469 	 0.208527 	 365.167 	 5281 	 0.909733 	 329.095 	 228.369 	 258.538 	 202.782 	 0.419142 	 314.039 	 241.443 	 123.774 	 0.478745 	  Tumour 
142 	 1184.81 	 459.911 	 1181.3 	 409.176 	 5308 	 148.894 	 46.279 	 0.950469 	 0.951425 	 346.818 	 1020.36 	 268.561 	 0.263201 	 640.098 	 920.529 	 81 	 85 	 1271.91 	 1008.24 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	 117 	 482 	 172.906 	 35.3198 	 2 	 1023.06 	 0.19274 	 46.331 	 46.331 	 46.331 	 0 	 77 	 40 	 58.5 	 26.163 	 419.192 	 126.738 	 69.9378 	 0.147481 	 474.214 	 6931 	 0.823746 	 480.936 	 267.786 	 311.195 	 255.439 	 0.746606 	 265.755 	 338.554 	 164.38 	 0.528223 	  Tumour 
143 	 1168.9 	 925.101 	 1370.01 	 479.593 	 2994 	 80.0817 	 47.9969 	 0.800487 	 0.969246 	 216.711 	 1446.79 	 195.332 	 0.13501 	 357.677 	 1346.96 	 49 	 50 	 324.878 	 61.206 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 128 	 370 	 160.18 	 22.5935 	 2 	 297.08 	 0.0992252 	 33.7621 	 33.7621 	 33.7621 	 0 	 78 	 50 	 64 	 19.799 	 391.101 	 -53.0165 	 51.7226 	 0.115938 	 446.123 	 4696 	 0.915043 	 324.711 	 357.034 	 487.566 	 431.81 	 0.641447 	 503.682 	 462.809 	 185.089 	 0.379619 	  Tumour 
144 	 1189.73 	 321.698 	 1156.06 	 365.99 	 5207 	 98.3362 	 67.8509 	 0.72382 	 0.982267 	 280.936 	 1103.71 	 314.777 	 0.285199 	 753.375 	 1003.88 	 45 	 45 	 971.778 	 708.106 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 105 	 106 	 211.152 	 73.5662 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 105 	 105 	 105 	 0 	 394.402 	 51.4424 	 69.178 	 0.153926 	 449.424 	 8528 	 0.904924 	 424.995 	 232.428 	 281.058 	 225.303 	 0.464646 	 323.386 	 268.315 	 96.8646 	 0.344643 	  Tumour 
145 	 1180.47 	 1225.8 	 1570.75 	 249.467 	 2237 	 60.4174 	 48.2381 	 0.602109 	 0.942689 	 190.551 	 765.33 	 133.438 	 0.174353 	 348.243 	 665.495 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 372.813 	 27.6658 	 58.7835 	 0.137398 	 427.835 	 3652 	 0.86849 	 291.681 	 376.29 	 387.195 	 331.44 	 0.763158 	 433.552 	 359.353 	 150.749 	 0.389335 	  Tumour 
146 	 1201.37 	 1064.02 	 1479.29 	 409.24 	 4722 	 103.374 	 60.4863 	 0.810945 	 0.944022 	 295.706 	 1042.13 	 344.075 	 0.330165 	 635.991 	 942.295 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 75 	 77 	 195.933 	 58.3471 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 462.1 	 76.7361 	 104.518 	 0.202115 	 517.122 	 7748 	 0.889859 	 433.966 	 400.34 	 450.512 	 394.757 	 0.385 	 392.89 	 462.567 	 206.504 	 0.458376 	  Tumour 
147 	 1239.63 	 850.826 	 1389.14 	 509.188 	 9006 	 112.729 	 104.584 	 0.373195 	 0.931334 	 398.517 	 1111.38 	 290.422 	 0.261317 	 506.269 	 1011.54 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 432.562 	 48.0005 	 41.5025 	 0.0851186 	 487.584 	 12082 	 0.922995 	 500.451 	 346.653 	 447.688 	 391.932 	 0.353448 	 541.378 	 425.252 	 179.577 	 0.401121 	  Tumour 
148 	 1216.8 	 1323.97 	 1666 	 149.013 	 3786 	 76.0498 	 68.1268 	 0.444419 	 0.879443 	 263.865 	 1116.64 	 293.655 	 0.262982 	 711.446 	 1016.8 	 117 	 142 	 1258.44 	 994.764 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 117 	 117 	 117 	 0 	 136 	 187 	 220.86 	 83.2741 	 2 	 794.123 	 0.209753 	 12.3258 	 12.3258 	 12.3258 	 0 	 68 	 68 	 68 	 0 	 530.973 	 83.7274 	 73.0192 	 0.124607 	 585.995 	 4729 	 0.830232 	 375.48 	 363.376 	 442.035 	 386.279 	 0.953488 	 438.073 	 446.353 	 134.073 	 0.30331 	  Tumour 
149 	 1248.42 	 445.442 	 1238.18 	 360.956 	 8449 	 129.157 	 85.3577 	 0.750488 	 0.960223 	 378.032 	 920.626 	 194.875 	 0.211677 	 623.574 	 820.79 	 149 	 553 	 854.852 	 591.181 	 2 	 1714.92 	 0.202974 	 49.2314 	 49.2314 	 49.2314 	 0 	 77 	 72 	 74.5 	 3.53553 	 257 	 403 	 216.778 	 79.192 	 2 	 2631.96 	 0.311511 	 14.5952 	 14.5952 	 14.5952 	 0 	 173 	 84 	 128.5 	 62.9325 	 267.078 	 52.8362 	 61.7154 	 0.191603 	 322.1 	 12391 	 0.847886 	 609.948 	 173.603 	 214.766 	 159.01 	 0.429338 	 237.754 	 209.798 	 71.3875 	 0.332397 	  Tumour 
150 	 1220.3 	 953.413 	 1427.84 	 520.024 	 3717 	 79.216 	 62.9209 	 0.607532 	 0.936508 	 260.593 	 888.551 	 172.511 	 0.194149 	 304.802 	 788.715 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 133 	 321 	 160.008 	 22.4213 	 2 	 929.771 	 0.25014 	 28.6802 	 28.6802 	 28.6802 	 0 	 67 	 66 	 66.5 	 0.707107 	 401.769 	 21.4491 	 41.1979 	 0.0901897 	 456.791 	 6000 	 0.921659 	 364.167 	 359.088 	 409.935 	 354.179 	 0.46131 	 396.826 	 416.313 	 110.157 	 0.268718 	  Tumour 
151 	 1227.96 	 82.1829 	 1180.24 	 339.165 	 3346 	 73.0433 	 58.9784 	 0.589943 	 0.967052 	 233.622 	 1423.06 	 510.615 	 0.358814 	 732.65 	 1323.22 	 32 	 34 	 466.25 	 202.578 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 32 	 32 	 32 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 501.05 	 63.4523 	 54.8854 	 0.098702 	 556.072 	 6218 	 0.899595 	 383.137 	 388.049 	 397.326 	 341.57 	 0.0428571 	 310.867 	 400.218 	 123.215 	 0.31011 	  Tumour 
152 	 1215.16 	 1472.58 	 1187.15 	 112.539 	 1080 	 45.9431 	 31.3617 	 0.730773 	 0.923077 	 134.125 	 703.685 	 150.246 	 0.213513 	 361.277 	 603.85 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 105 	 111 	 146.905 	 9.31856 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 105 	 105 	 105 	 0 	 169.532 	 57.2284 	 22.5286 	 0.100326 	 224.554 	 2087 	 0.972507 	 183.113 	 133.153 	 147.224 	 91.4686 	 0 	 0 	 0 	 92.3906 	 0.627551 	  Other 
153 	 1237.04 	 165.747 	 1188.38 	 306.936 	 2099 	 68.965 	 39.5259 	 0.819465 	 0.956264 	 186.652 	 1032.1 	 307.153 	 0.297599 	 727.337 	 932.266 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 280.764 	 -18.8185 	 92.2351 	 0.274685 	 335.786 	 5838 	 0.88401 	 386.995 	 264.745 	 311.978 	 256.222 	 0.117318 	 360.548 	 306.388 	 134.168 	 0.430057 	  Tumour 
154 	 1333.96 	 1681.88 	 2010.31 	 240.504 	 48278 	 290.147 	 227.665 	 0.619932 	 0.953771 	 952.774 	 1417.64 	 457.137 	 0.322463 	 842.67 	 1317.81 	 1168 	 26377 	 695.953 	 432.281 	 21 	 4975.46 	 0.103058 	 235.508 	 13.1529 	 101.826 	 46.1519 	 93 	 45 	 55.619 	 12.9595 	 2014 	 33339 	 183.747 	 46.1606 	 30 	 5806.32 	 0.120269 	 240.877 	 8 	 108.799 	 52.9229 	 123 	 35 	 67.1333 	 21.4037 	 339.932 	 66.0032 	 68.8388 	 0.174296 	 394.954 	 59768 	 0.880508 	 1262.83 	 180.411 	 279.437 	 223.681 	 0.123818 	 379.938 	 272.88 	 99.5767 	 0.356348 	  Tumour 
155 	 1251.23 	 1258.75 	 1644.97 	 217.007 	 5742 	 102.959 	 80.1186 	 0.628068 	 0.806687 	 382.777 	 1455.73 	 357.88 	 0.245843 	 901.969 	 1355.89 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 180 	 401 	 280.906 	 143.319 	 2 	 1042.68 	 0.181588 	 26.4183 	 26.4183 	 26.4183 	 0 	 95 	 85 	 90 	 7.07107 	 475.126 	 19.0596 	 43.3887 	 0.0818426 	 530.148 	 5787 	 0.806663 	 404.652 	 358.77 	 462.85 	 407.095 	 0.989305 	 465.489 	 455.419 	 166.641 	 0.360033 	  Tumour 
156 	 1246.61 	 1180.5 	 1589.73 	 293.748 	 4981 	 116.494 	 57.7554 	 0.868447 	 0.941054 	 301.48 	 1123.04 	 319.662 	 0.28464 	 741.931 	 1023.2 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 77 	 79 	 223.39 	 85.8034 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 504.584 	 211.807 	 112.177 	 0.200458 	 559.606 	 5801 	 0.84612 	 409.338 	 353.035 	 395.123 	 339.367 	 0.620419 	 421.781 	 379.913 	 199.015 	 0.50368 	  Tumour 
157 	 1273.6 	 255.031 	 1230.77 	 268.991 	 7624 	 105.566 	 92.1685 	 0.487558 	 0.980453 	 336.191 	 1345.94 	 434.346 	 0.322709 	 896.367 	 1246.1 	 76 	 219 	 450.066 	 186.394 	 2 	 878.066 	 0.115171 	 26.6403 	 26.6403 	 26.6403 	 0 	 62 	 14 	 38 	 33.9411 	 204 	 787 	 191.211 	 53.6246 	 3 	 1484.6 	 0.194727 	 32.8496 	 19.6816 	 28.1971 	 6.60555 	 81 	 48 	 68 	 17.5784 	 547.429 	 64.6904 	 52.292 	 0.0867987 	 602.451 	 11793 	 0.888027 	 533.22 	 286.125 	 363.543 	 307.788 	 0.516461 	 365.625 	 363.252 	 96.9834 	 0.266773 	  Tumour 
158 	 1294.02 	 512.075 	 1300.54 	 360.322 	 5862 	 137.928 	 56.9465 	 0.91079 	 0.885231 	 343.12 	 1401.99 	 474.337 	 0.338332 	 1000.51 	 1302.15 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 168 	 773 	 194.679 	 57.0924 	 3 	 738.438 	 0.12597 	 81.7465 	 13.6473 	 54.5364 	 32.2454 	 86 	 37 	 56 	 26.2869 	 394.923 	 68.8926 	 64.7769 	 0.143966 	 449.945 	 6776 	 0.816681 	 454.894 	 280.434 	 364.213 	 308.457 	 0.702128 	 357.212 	 354.577 	 178.839 	 0.491029 	  Tumour 
159 	 1270.7 	 1372.97 	 1738.81 	 114.612 	 4572 	 95.6293 	 62.3881 	 0.757879 	 0.970701 	 275.605 	 1144.87 	 328.023 	 0.286516 	 700.719 	 1045.03 	 56 	 57 	 1396.59 	 1132.92 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 222 	 968 	 206.757 	 69.1705 	 3 	 472.385 	 0.103321 	 54.8861 	 27.0794 	 38.0638 	 13.2323 	 77 	 71 	 74 	 3 	 465.532 	 38.1936 	 40.608 	 0.0780093 	 520.554 	 5766 	 0.864338 	 387.622 	 410.265 	 468.273 	 412.517 	 0.738636 	 470.515 	 468.529 	 155.818 	 0.332751 	  Tumour 
160 	 1283.77 	 567.844 	 1308.38 	 405.901 	 3395 	 94.955 	 49.0876 	 0.856011 	 0.901726 	 254.894 	 1008.97 	 239.5 	 0.237371 	 631.54 	 909.133 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 144 	 181 	 224.528 	 86.9416 	 2 	 693.153 	 0.204169 	 10.6368 	 10.6368 	 10.6368 	 0 	 76 	 68 	 72 	 5.65685 	 398.547 	 64.1415 	 53.7177 	 0.118434 	 453.568 	 5400 	 0.880052 	 347.196 	 318.876 	 405.725 	 349.97 	 0.651235 	 394.981 	 414.83 	 156.909 	 0.386738 	  Tumour 
161 	 1294.66 	 337.913 	 1262.27 	 274.142 	 3747 	 81.4363 	 59.9957 	 0.676199 	 0.957088 	 245.865 	 855.383 	 189.996 	 0.222118 	 540.4 	 755.547 	 42 	 45 	 1563.52 	 1299.85 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 345.215 	 34.1655 	 97.3601 	 0.243257 	 400.236 	 6797 	 0.903136 	 407.279 	 252.425 	 311.676 	 255.92 	 0.372973 	 339.804 	 297.379 	 109.523 	 0.351401 	  Tumour 
162 	 1318.94 	 1300.51 	 1723.41 	 200.998 	 7718 	 104.019 	 96.1707 	 0.381064 	 0.950376 	 356.132 	 1276.33 	 357.267 	 0.279918 	 695.332 	 1176.49 	 197 	 1100 	 939.431 	 675.76 	 3 	 1136.95 	 0.147311 	 59.9302 	 25.3406 	 42.2787 	 15.4788 	 82 	 53 	 65.6667 	 14.8436 	 282 	 880 	 219.11 	 81.5237 	 4 	 2077.95 	 0.269235 	 35.751 	 14.0803 	 23.8912 	 7.61709 	 83 	 55 	 70.5 	 12.897 	 450.953 	 94.8653 	 83.8484 	 0.165716 	 505.975 	 10556 	 0.88143 	 498.735 	 297.784 	 439.251 	 383.496 	 0.632159 	 455.624 	 431.931 	 179.643 	 0.408976 	  Tumour 
163 	 1309.63 	 1174.13 	 1633.27 	 313.729 	 6096 	 96.1849 	 82.6456 	 0.511579 	 0.967158 	 308.25 	 890.633 	 184.271 	 0.206899 	 338.117 	 790.797 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 182 	 327 	 181.527 	 43.9413 	 2 	 316.463 	 0.0519132 	 25.0638 	 25.0638 	 25.0638 	 0 	 101 	 81 	 91 	 14.1421 	 321.492 	 30.0609 	 71.5217 	 0.189958 	 376.513 	 8782 	 0.871057 	 473.823 	 223.003 	 307.572 	 251.816 	 0.376126 	 418.766 	 277.122 	 176.133 	 0.572656 	  Tumour 
164 	 1319.31 	 1429.74 	 1813.1 	 112.539 	 4540 	 94.7189 	 63.0214 	 0.74653 	 0.947215 	 278.492 	 837.471 	 177.591 	 0.212056 	 407.039 	 737.635 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 491.656 	 105.937 	 68.2842 	 0.124908 	 546.678 	 7738 	 0.882427 	 452.794 	 331.975 	 409.153 	 353.398 	 0.600478 	 464.781 	 379.967 	 140.862 	 0.344277 	  Tumour 
165 	 1363.65 	 590.212 	 1391.17 	 372.773 	 10643 	 143.124 	 95.8546 	 0.742603 	 0.965965 	 417.304 	 1150.31 	 361.807 	 0.314531 	 770.845 	 1050.47 	 232 	 736 	 1073.2 	 809.527 	 3 	 4694.37 	 0.441076 	 52.6708 	 21.2946 	 35.5257 	 14.2123 	 95 	 62 	 77.3333 	 16.6233 	 345 	 1596 	 177.843 	 40.2573 	 5 	 1618.69 	 0.152089 	 52.4689 	 13.2322 	 34.8642 	 15.1952 	 78 	 58 	 69 	 8.88819 	 466.26 	 152.005 	 99.7316 	 0.19132 	 521.282 	 12476 	 0.882507 	 572.149 	 321.16 	 397.321 	 341.565 	 0.611006 	 422.891 	 374.344 	 212.828 	 0.535659 	  Tumour 
166 	 1390.39 	 1500.24 	 1912.79 	 177.071 	 7078 	 157.185 	 59.8361 	 0.92471 	 0.911996 	 385.203 	 941.287 	 207.685 	 0.22064 	 475.181 	 841.451 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 413 	 1620 	 167.295 	 29.7092 	 5 	 1774.07 	 0.250645 	 59.0879 	 10.8331 	 34.5829 	 15.2168 	 114 	 38 	 68.8333 	 24.742 	 365.574 	 36.6214 	 44.4853 	 0.105767 	 420.596 	 10131 	 0.764431 	 569.907 	 287.721 	 392.441 	 336.685 	 0.728137 	 377.728 	 400.312 	 132.123 	 0.336669 	  Tumour 
167 	 1432.02 	 1442.37 	 1902.19 	 219.203 	 9114 	 127.002 	 92.6857 	 0.683664 	 0.96803 	 382.759 	 907.905 	 189.933 	 0.209199 	 527.152 	 808.069 	 276 	 2350 	 544.5 	 280.828 	 5 	 2266.45 	 0.248677 	 101.693 	 25.5305 	 51.5495 	 25.4705 	 78 	 34 	 55.2 	 21.7071 	 339 	 1955 	 197.732 	 60.1454 	 4 	 2243.35 	 0.246144 	 54.9869 	 24.2134 	 39.3256 	 9.75908 	 103 	 67 	 84.75 	 17.8955 	 397.763 	 99.6894 	 51.1106 	 0.112881 	 452.785 	 11334 	 0.921613 	 484.451 	 265.799 	 352.482 	 296.727 	 0.555804 	 403.498 	 328.546 	 152.488 	 0.432611 	  Tumour 
168 	 1438.53 	 161.953 	 1390.24 	 114.061 	 8307 	 131.846 	 81.9882 	 0.783139 	 0.984592 	 364.919 	 1470.62 	 249.772 	 0.169841 	 572.067 	 1370.79 	 226 	 628 	 1583.53 	 1319.86 	 3 	 1887.53 	 0.227221 	 44.6938 	 17.6861 	 30.1323 	 12.1888 	 100 	 45 	 75.3333 	 27.9344 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 312.904 	 -30.5695 	 66.8108 	 0.181588 	 367.926 	 11646 	 0.908283 	 536.451 	 204.271 	 276.452 	 220.696 	 0 	 0 	 0 	 160.456 	 0.580413 	  Tumour 
169 	 1429.76 	 1281.6 	 1794.57 	 287.587 	 2926 	 89.199 	 43.7222 	 0.87163 	 0.91638 	 240.794 	 756.052 	 144.223 	 0.190758 	 369.459 	 656.216 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 129 	 235 	 149.767 	 12.1812 	 2 	 664.016 	 0.226936 	 19.4395 	 19.4395 	 19.4395 	 0 	 66 	 63 	 64.5 	 2.12132 	 368.326 	 80.3384 	 57.5467 	 0.135932 	 423.348 	 4792 	 0.886095 	 340.167 	 376.477 	 407.218 	 351.462 	 0.192308 	 504.767 	 398.846 	 160.143 	 0.39326 	  Tumour 
170 	 1487.45 	 331.647 	 1451.3 	 97.3499 	 13432 	 159.302 	 110.926 	 0.717724 	 0.952421 	 480.416 	 1043.03 	 291.785 	 0.279747 	 705.16 	 943.195 	 176 	 2013 	 1123.77 	 860.101 	 3 	 2272.59 	 0.169193 	 125.113 	 50.1066 	 84.3565 	 33.9206 	 66 	 51 	 58.6667 	 7.50555 	 542 	 3683 	 187.039 	 49.4525 	 8 	 2626.39 	 0.195532 	 107.755 	 10.2524 	 50.2105 	 25.7815 	 123 	 34 	 67.75 	 25.7834 	 420.072 	 103.772 	 89.0731 	 0.187485 	 475.094 	 18921 	 0.82208 	 742.576 	 255.811 	 324.927 	 269.171 	 0.271533 	 330.425 	 323.417 	 131.928 	 0.406024 	  Tumour 
171 	 1451.76 	 614.683 	 1482.51 	 356.406 	 9502 	 136.548 	 90.4712 	 0.749009 	 0.961254 	 395.505 	 843.477 	 138.224 	 0.163874 	 441.548 	 743.642 	 107 	 439 	 1281.73 	 1018.06 	 2 	 1828.48 	 0.192431 	 46.3237 	 46.3237 	 46.3237 	 0 	 54 	 53 	 53.5 	 0.707107 	 86 	 87 	 197.349 	 59.7626 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	 331.647 	 27.9883 	 44.7031 	 0.115611 	 386.669 	 15032 	 0.8509 	 675.019 	 237.616 	 354.497 	 298.741 	 0.430868 	 414.866 	 329.976 	 161.971 	 0.456904 	  Tumour 
172 	 1463.41 	 917.212 	 1615.35 	 479.827 	 4466 	 92.8032 	 67.8935 	 0.681749 	 0.946588 	 279.622 	 594.5 	 95.5204 	 0.160674 	 229.597 	 494.664 	 72 	 373 	 617.681 	 354.009 	 2 	 359.681 	 0.0805376 	 43.8495 	 43.8495 	 43.8495 	 0 	 49 	 23 	 36 	 18.3848 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 197.908 	 10.1192 	 23.7404 	 0.0938617 	 252.929 	 9286 	 0.798041 	 525.865 	 251.64 	 306.922 	 251.167 	 0.198364 	 285.897 	 307.108 	 144.23 	 0.469922 	  Tumour 
173 	 1517.12 	 863.822 	 1638.6 	 488.136 	 3827 	 107.591 	 46.1809 	 0.903198 	 0.948921 	 281.806 	 560.565 	 124.754 	 0.222551 	 312.618 	 460.729 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 106.949 	 5.35355 	 22.8247 	 0.140919 	 161.97 	 7031 	 0.894757 	 402.995 	 140.188 	 174.056 	 118.301 	 0.259358 	 270.722 	 160.501 	 109.976 	 0.631844 	  Tumour 
174 	 1512.94 	 1128.95 	 1769 	 309.04 	 5359 	 90.4129 	 77.4511 	 0.515919 	 0.972948 	 290.877 	 963.474 	 233.748 	 0.24261 	 553.235 	 863.639 	 150 	 413 	 887.58 	 623.908 	 2 	 561.66 	 0.104807 	 30.6301 	 30.6301 	 30.6301 	 0 	 75 	 75 	 75 	 0 	 258 	 917 	 195.876 	 58.2898 	 4 	 1147.16 	 0.214063 	 56.0155 	 14.6783 	 32.584 	 16.6799 	 119 	 31 	 64.5 	 42.3123 	 373.392 	 87.4532 	 73.5472 	 0.171673 	 428.414 	 8068 	 0.914325 	 431.48 	 223.164 	 264.098 	 208.342 	 0 	 0 	 0 	 109.979 	 0.416432 	  Tumour 
