rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
67 	 585.492 	 508.702 	 653.012 	 192.842 	 6493 	 112.893 	 78.2204 	 0.721059 	 0.919428 	 348.936 	 1118.27 	 297.435 	 0.265977 	 631.15 	 1018.44 	 196 	 1751 	 1062.78 	 799.109 	 3 	 1163.22 	 0.17915 	 74.2575 	 43.987 	 54.1416 	 15.5819 	 73 	 60 	 65.3333 	 6.80686 	 143 	 818 	 192.636 	 55.0502 	 2 	 1956.35 	 0.301301 	 75.2181 	 75.2181 	 75.2181 	 0 	 75 	 68 	 71.5 	 4.94975 	 348.201 	 50.3087 	 85.3095 	 0.211569 	 403.223 	 11405 	 0.82831 	 569.321 	 230.573 	 288.503 	 232.747 	 0.594286 	 305.744 	 277.401 	 105.614 	 0.366078 	  Tumour 
68 	 573.451 	 1404.06 	 1372.01 	 133.255 	 3443 	 80.5025 	 57.3228 	 0.702117 	 0.955593 	 240.936 	 732.141 	 143.022 	 0.195348 	 257.213 	 632.306 	 108 	 392 	 872.037 	 608.365 	 2 	 860.791 	 0.250012 	 41.9926 	 41.9926 	 41.9926 	 0 	 63 	 45 	 54 	 12.7279 	 45 	 45 	 127.622 	 -9.96398 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 179.361 	 -5.0192 	 32.1763 	 0.13728 	 234.383 	 5257 	 0.889509 	 343.196 	 144.598 	 152.881 	 97.1257 	 0.45 	 161.257 	 150.6 	 46.436 	 0.303739 	  Tumour 
69 	 579.881 	 380.223 	 584.377 	 226.119 	 2224 	 74.9322 	 41.5256 	 0.8324 	 0.836405 	 210.894 	 1745.24 	 326.166 	 0.186889 	 625.843 	 1645.4 	 101 	 335 	 583.663 	 319.992 	 2 	 458.532 	 0.206174 	 35.5748 	 35.5748 	 35.5748 	 0 	 56 	 45 	 50.5 	 7.77817 	 72 	 74 	 206.889 	 69.3027 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	 555.983 	 83.8652 	 102.316 	 0.167455 	 611.005 	 6909 	 0.847626 	 418.309 	 342.667 	 443.003 	 387.247 	 0.352332 	 534.088 	 427.446 	 149.86 	 0.338283 	  Tumour 
70 	 591.556 	 294.49 	 565.52 	 270.248 	 4639 	 93.5548 	 63.7508 	 0.731886 	 0.958075 	 271.179 	 1958.9 	 441.447 	 0.225355 	 815.091 	 1859.06 	 148 	 687 	 578.378 	 314.707 	 3 	 954.216 	 0.205694 	 38.5024 	 16.0762 	 29.2413 	 10.4753 	 54 	 45 	 49.3333 	 4.50925 	 210 	 661 	 224.667 	 87.0805 	 3 	 318.02 	 0.0685535 	 53.2644 	 11.4483 	 35.5342 	 19.3379 	 91 	 41 	 70 	 25.9422 	 580.578 	 -13.4725 	 34.5352 	 0.0543347 	 635.6 	 5895 	 0.950653 	 346.409 	 468.641 	 539.057 	 483.301 	 0.690852 	 531.557 	 542.466 	 195.911 	 0.363434 	  Tumour 
71 	 595.775 	 710.829 	 793.621 	 176.114 	 2901 	 92.7875 	 41.9993 	 0.891694 	 0.896477 	 246.35 	 1080.78 	 371.763 	 0.343977 	 616.377 	 980.944 	 53 	 53 	 1448.28 	 1184.61 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 86 	 86 	 198.07 	 60.4836 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	 352.65 	 132.514 	 109.039 	 0.267467 	 407.671 	 3789 	 0.887769 	 298.024 	 299.751 	 297.066 	 241.31 	 0.335766 	 431.859 	 268.544 	 168.595 	 0.567533 	  Tumour 
72 	 637.741 	 1134.08 	 1158.85 	 342.523 	 13567 	 175.53 	 107.622 	 0.789984 	 0.877441 	 537.387 	 1699.29 	 606.927 	 0.357165 	 1039.8 	 1599.45 	 62 	 63 	 1433.45 	 1169.78 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	 599 	 4987 	 221.628 	 84.0415 	 9 	 2768.72 	 0.204077 	 146.064 	 12.2435 	 56.3355 	 34.0717 	 135 	 43 	 66.5556 	 28.5224 	 483.85 	 175.673 	 107.994 	 0.200407 	 538.872 	 16987 	 0.849265 	 713.848 	 296.752 	 260.745 	 204.99 	 0.292424 	 296.86 	 253.288 	 132.641 	 0.508701 	  Tumour 
73 	 613.929 	 998.566 	 1031.5 	 366.96 	 3615 	 78.2287 	 59.6508 	 0.646966 	 0.947079 	 244.35 	 705.574 	 122.374 	 0.173439 	 273.941 	 605.738 	 67 	 68 	 1456.97 	 1193.3 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 246.932 	 39.815 	 60.9367 	 0.201808 	 301.954 	 6255 	 0.909157 	 364.368 	 237.389 	 301.316 	 245.56 	 0 	 0 	 0 	 144.572 	 0.479802 	  Tumour 
74 	 620.381 	 1538.63 	 609.199 	 75.0267 	 3854 	 81.8852 	 61.5367 	 0.659734 	 0.955143 	 248.309 	 1174.42 	 333.358 	 0.283849 	 773.882 	 1074.59 	 50 	 50 	 1148.96 	 885.288 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	 138 	 412 	 153.022 	 15.4355 	 2 	 272.46 	 0.0706954 	 33.6518 	 33.6518 	 33.6518 	 0 	 71 	 67 	 69 	 2.82843 	 130.837 	 -52.4017 	 42.6691 	 0.229578 	 185.859 	 6165 	 0.900263 	 372.409 	 141.255 	 176.359 	 120.603 	 0.501458 	 189.517 	 172.791 	 61.1427 	 0.346695 	  Lymph 
75 	 638.018 	 236.085 	 597.429 	 276.523 	 6405 	 138.131 	 66.0078 	 0.878434 	 0.826772 	 407.889 	 1416.91 	 598.95 	 0.422714 	 961.751 	 1317.08 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 35 	 37 	 185.771 	 48.1852 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 35 	 35 	 35 	 0 	 438.028 	 156.529 	 150.563 	 0.305371 	 493.049 	 8319 	 0.753464 	 534.735 	 293.652 	 338.043 	 282.287 	 0.653061 	 440.031 	 280.049 	 246.025 	 0.727793 	  Tumour 
76 	 629.924 	 1458.84 	 1444.95 	 58.6941 	 5924 	 110.902 	 70.939 	 0.768662 	 0.906087 	 351.22 	 1244.78 	 296.852 	 0.238477 	 640.733 	 1144.95 	 86 	 91 	 372.86 	 109.189 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	 201 	 419 	 205.915 	 68.3292 	 3 	 1195.53 	 0.201811 	 22.8072 	 11.4771 	 17.3468 	 5.07688 	 69 	 65 	 67 	 2 	 248.904 	 48.8444 	 42.6233 	 0.140242 	 303.926 	 6880 	 0.823262 	 409.581 	 158.354 	 167.123 	 111.368 	 0.643045 	 178.396 	 164.74 	 56.2735 	 0.336718 	  Tumour 
77 	 631.921 	 1346 	 1343.13 	 138.398 	 2751 	 65.6699 	 55.7705 	 0.527983 	 0.953222 	 215.765 	 852.455 	 275.451 	 0.323127 	 518.334 	 752.619 	 22 	 23 	 354.864 	 91.1921 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 22 	 22 	 22 	 0 	 80 	 84 	 158.2 	 20.6138 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 80 	 80 	 80 	 0 	 207.549 	 7.11729 	 46.9888 	 0.178957 	 262.571 	 5373 	 0.909137 	 346.024 	 208.637 	 203.155 	 147.4 	 0.0590062 	 250.789 	 199.997 	 64.5921 	 0.317945 	  Tumour 
78 	 657.529 	 495.45 	 706.938 	 119.067 	 4776 	 84.022 	 74.7013 	 0.457776 	 0.958074 	 276.108 	 972.749 	 203.676 	 0.209382 	 646.406 	 872.913 	 117 	 252 	 1018.88 	 755.209 	 2 	 787.024 	 0.164787 	 23.2904 	 23.2904 	 23.2904 	 0 	 72 	 45 	 58.5 	 19.0919 	 146 	 423 	 166.041 	 28.4549 	 2 	 629.344 	 0.131772 	 33.6453 	 33.6453 	 33.6453 	 0 	 76 	 70 	 73 	 4.24264 	 490.006 	 112.395 	 76.4633 	 0.140292 	 545.028 	 7264 	 0.860765 	 449.966 	 322.936 	 372.231 	 316.475 	 0.725962 	 377.01 	 368.008 	 108.124 	 0.290476 	  Tumour 
79 	 688.494 	 1188.94 	 1231.72 	 284.002 	 5634 	 129.047 	 60.4549 	 0.883478 	 0.894996 	 342.333 	 1089.07 	 364.254 	 0.334465 	 763.821 	 989.231 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 212 	 432 	 214.212 	 76.6261 	 4 	 900.729 	 0.159874 	 29.43 	 8 	 16.9303 	 7.38129 	 77 	 45 	 53 	 16 	 307.235 	 150.365 	 117.341 	 0.323918 	 362.256 	 9918 	 0.752675 	 588.735 	 188.233 	 236.603 	 180.847 	 0.448529 	 311.217 	 213.529 	 107.808 	 0.45565 	  Tumour 
80 	 683.406 	 403.171 	 687.928 	 128.763 	 4988 	 119.279 	 58.3763 	 0.872055 	 0.844422 	 318.978 	 1051.36 	 275.313 	 0.261863 	 587.659 	 951.526 	 3 	 3 	 275.667 	 11.9951 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 3 	 3 	 3 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 499.663 	 66.3031 	 62.5085 	 0.112692 	 554.684 	 5184 	 0.702059 	 508.25 	 343.759 	 374.337 	 318.581 	 0.751073 	 353.954 	 381.801 	 118.222 	 0.315816 	  Tumour 
81 	 686.987 	 1472.52 	 699.681 	 58.6941 	 3742 	 92.2078 	 53.4352 	 0.814966 	 0.956789 	 259.622 	 1304.25 	 448.414 	 0.34381 	 964.863 	 1204.42 	 54 	 55 	 1107.52 	 843.847 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	 159 	 289 	 170.711 	 33.1245 	 2 	 1217.3 	 0.325308 	 23.7839 	 23.7839 	 23.7839 	 0 	 92 	 67 	 79.5 	 17.6777 	 147.288 	 15.4703 	 38.1042 	 0.188346 	 202.31 	 5486 	 0.956749 	 316.569 	 149.552 	 162.497 	 106.741 	 0.376667 	 206.496 	 152.844 	 92.3077 	 0.568059 	  Lymph 
82 	 704.147 	 296.013 	 674.259 	 208.216 	 4629 	 107.549 	 55.4333 	 0.856936 	 0.959776 	 282.049 	 1332.82 	 532.408 	 0.399459 	 922.053 	 1232.99 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 90 	 149 	 176.167 	 38.5805 	 2 	 140.508 	 0.0303539 	 13 	 13 	 13 	 0 	 45 	 45 	 45 	 0 	 221.694 	 -59.2351 	 60.9379 	 0.220218 	 276.716 	 10534 	 0.863443 	 525.522 	 258.006 	 370.152 	 314.396 	 0.720739 	 362.308 	 375.516 	 183.41 	 0.4955 	  Tumour 
83 	 699.442 	 807.592 	 934.925 	 157.918 	 2011 	 54.0359 	 49.0904 	 0.417934 	 0.922054 	 185.48 	 810.31 	 230.084 	 0.283946 	 461.503 	 710.475 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 256.14 	 58.5399 	 50.3773 	 0.161901 	 311.162 	 3298 	 0.861546 	 271.64 	 243.005 	 260.98 	 205.225 	 0.249012 	 255.206 	 266.558 	 117.514 	 0.450279 	  Tumour 
84 	 712.585 	 212.286 	 668.335 	 201.792 	 1675 	 77.0201 	 29.8922 	 0.921613 	 0.913304 	 196.451 	 815.392 	 256.996 	 0.315181 	 439.175 	 715.557 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 356.421 	 39.2946 	 56.4364 	 0.137167 	 411.443 	 682 	 0.655139 	 98.1421 	 289.129 	 309.014 	 253.258 	 0.842466 	 323.577 	 296.531 	 121.351 	 0.392704 	  Tumour 
85 	 725.577 	 761.371 	 921.387 	 104 	 2294 	 63.4934 	 46.6223 	 0.67884 	 0.951867 	 199.622 	 835.671 	 162.441 	 0.194383 	 453.689 	 735.835 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 359.205 	 133.329 	 90.2707 	 0.217926 	 414.227 	 3657 	 0.90185 	 280.468 	 206.147 	 236.747 	 180.992 	 0.455939 	 272.992 	 222.834 	 96.8609 	 0.409133 	  Tumour 
86 	 732.618 	 421.661 	 741.385 	 81.8352 	 4732 	 97.5387 	 62.1056 	 0.771089 	 0.980319 	 271.765 	 893.073 	 211.431 	 0.236745 	 522.789 	 793.238 	 100 	 474 	 371.75 	 108.078 	 2 	 728.66 	 0.153986 	 49.7665 	 49.7665 	 49.7665 	 0 	 63 	 37 	 50 	 18.3848 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 397.533 	 28.3958 	 50.7301 	 0.112097 	 452.555 	 7497 	 0.891651 	 422.066 	 379.213 	 421.404 	 365.649 	 0.659847 	 417.186 	 425.632 	 147.561 	 0.350164 	  Tumour 
87 	 716.473 	 1622.38 	 666.406 	 95.8801 	 630 	 32.2735 	 25.4623 	 0.614455 	 0.958904 	 96.4264 	 986.216 	 259.634 	 0.263263 	 387.297 	 886.38 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 101.416 	 -24.3111 	 20.0581 	 0.128217 	 156.438 	 1412 	 0.948287 	 158.669 	 120.474 	 148.421 	 92.6651 	 0.2 	 114.828 	 152.674 	 71.8956 	 0.484404 	  Other 
88 	 768.136 	 949.136 	 1085.32 	 284.007 	 9060 	 116.793 	 99.0044 	 0.530493 	 0.979142 	 381.848 	 778.854 	 133.738 	 0.171711 	 427.517 	 679.018 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 184.076 	 11.7053 	 34.1507 	 0.142832 	 239.098 	 11751 	 0.966842 	 450.995 	 144.963 	 180.673 	 124.917 	 0 	 0 	 0 	 75.4988 	 0.417876 	  Tumour 
89 	 764.37 	 1313.24 	 1377.15 	 177.564 	 3456 	 82.9577 	 54.6232 	 0.752628 	 0.972973 	 235.966 	 725.935 	 125.004 	 0.172197 	 437.244 	 626.1 	 70 	 70 	 360.6 	 96.9284 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	 108 	 114 	 162.685 	 25.099 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 108 	 108 	 108 	 0 	 292.435 	 30.3751 	 62.084 	 0.178681 	 347.457 	 7316 	 0.831742 	 468.451 	 252.536 	 260.854 	 205.099 	 0.282407 	 363.418 	 243.79 	 105.594 	 0.404799 	  Tumour 
90 	 747.484 	 1605.73 	 700.795 	 61.0574 	 1284 	 46.0372 	 36.8876 	 0.598321 	 0.930435 	 148.368 	 880.935 	 228.853 	 0.259784 	 429.365 	 781.099 	 118 	 135 	 811.805 	 548.134 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 118 	 118 	 118 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 166 	 -12.6499 	 70.5986 	 0.319419 	 221.022 	 1973 	 0.896818 	 198.711 	 221.973 	 220.23 	 164.475 	 0.376404 	 138.925 	 245.418 	 153.526 	 0.697118 	  Other 
91 	 777.185 	 490.929 	 1501.57 	 81.8352 	 3208 	 77.8341 	 55.8197 	 0.696905 	 0.886923 	 303.605 	 724.881 	 124.635 	 0.171939 	 362.775 	 625.045 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 159.775 	 -5.50444 	 85.7129 	 0.399042 	 214.797 	 7552 	 0.76967 	 505.421 	 217.534 	 261.323 	 205.568 	 0.241379 	 437.759 	 235.24 	 159.568 	 0.610616 	  Other 
92 	 765.685 	 664.541 	 1344.22 	 54.7083 	 1664 	 76.8798 	 28.0492 	 0.931068 	 0.953036 	 186.267 	 1655.48 	 346.399 	 0.209244 	 703.972 	 1555.64 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 310.334 	 101.756 	 49.6182 	 0.135808 	 365.356 	 2280 	 0.825489 	 262.024 	 235.016 	 284.504 	 228.749 	 0.495798 	 365.5 	 258.516 	 122.867 	 0.431864 	  Other 
93 	 779.785 	 720.111 	 935.637 	 56.7539 	 4749 	 85.2312 	 72.4897 	 0.525964 	 0.93928 	 274.894 	 1226.11 	 287.386 	 0.234389 	 821.501 	 1126.27 	 45 	 45 	 643.578 	 379.906 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 205 	 628 	 160.712 	 23.126 	 3 	 395.76 	 0.0833354 	 40.4758 	 20.478 	 28.1129 	 9.6641 	 70 	 67 	 68.3333 	 1.52753 	 317.956 	 37.1472 	 43.3122 	 0.116125 	 372.978 	 5728 	 0.901905 	 342.024 	 232.486 	 332.701 	 276.946 	 0.855346 	 336.625 	 324.509 	 156.5 	 0.470392 	  Tumour 
94 	 786.698 	 125.482 	 738.082 	 91.6788 	 5480 	 101.325 	 69.6852 	 0.72596 	 0.957874 	 299.179 	 1304.98 	 491.688 	 0.376777 	 937.704 	 1205.15 	 107 	 265 	 1295.32 	 1031.65 	 2 	 1724.26 	 0.314647 	 27.5288 	 27.5288 	 27.5288 	 0 	 62 	 45 	 53.5 	 12.0208 	 202 	 259 	 221.851 	 84.2653 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 202 	 202 	 202 	 0 	 497.625 	 120.035 	 95.6112 	 0.173006 	 552.647 	 5068 	 0.735559 	 66.6274 	 290.668 	 315.616 	 259.86 	 0.624 	 352.919 	 291.228 	 104.78 	 0.331985 	  Tumour 
95 	 782.935 	 186.788 	 735.77 	 134.183 	 3468 	 89.284 	 50.667 	 0.823386 	 0.956426 	 239.681 	 811.088 	 124.643 	 0.153674 	 482.803 	 711.252 	 84 	 450 	 553.738 	 290.067 	 2 	 71.5178 	 0.0206222 	 56.3004 	 56.3004 	 56.3004 	 0 	 54 	 30 	 42 	 16.9706 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 263.148 	 -32.3887 	 25.3849 	 0.079784 	 318.17 	 7860 	 0.761776 	 520.936 	 228.799 	 297.579 	 241.823 	 0.96473 	 296.516 	 295.686 	 100.692 	 0.338372 	  Tumour 
96 	 804.295 	 275.28 	 767.689 	 201.757 	 6501 	 99.1703 	 84.4181 	 0.524771 	 0.965543 	 316.836 	 1146.93 	 311.254 	 0.271381 	 792.959 	 1047.09 	 43 	 43 	 276.535 	 12.8633 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	 141 	 436 	 180.496 	 42.9102 	 2 	 509.193 	 0.0783254 	 34.988 	 34.988 	 34.988 	 0 	 72 	 69 	 70.5 	 2.12132 	 375.861 	 49.809 	 81.5674 	 0.189303 	 430.883 	 12778 	 0.829579 	 588.25 	 216.75 	 283.56 	 227.805 	 0.763736 	 279.791 	 290.61 	 68.0075 	 0.239834 	  Tumour 
97 	 811.265 	 1119.45 	 1243.76 	 319.766 	 5879 	 112.981 	 68.2895 	 0.796657 	 0.970292 	 318.191 	 934.01 	 257.85 	 0.276067 	 581.063 	 834.174 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 122 	 131 	 218.508 	 80.922 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 122 	 122 	 122 	 0 	 326.864 	 60.3403 	 68.134 	 0.178414 	 381.886 	 9048 	 0.892308 	 497.421 	 282.801 	 297.572 	 241.817 	 0.0394737 	 355.111 	 296.96 	 91.4484 	 0.307315 	  Tumour 
98 	 800.911 	 1738.16 	 1769.72 	 142.618 	 4488 	 88.8608 	 65.6225 	 0.674268 	 0.958155 	 274.108 	 944.066 	 271.382 	 0.28746 	 564.227 	 844.231 	 45 	 45 	 870.844 	 607.173 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 136 	 533 	 168.897 	 31.3109 	 2 	 534.038 	 0.118993 	 45.644 	 45.644 	 45.644 	 0 	 68 	 68 	 68 	 0 	 272.997 	 128.929 	 80.8364 	 0.246438 	 328.019 	 6313 	 0.942802 	 342.711 	 195.477 	 169.602 	 113.847 	 0 	 0 	 0 	 94.7851 	 0.558866 	  Tumour 
99 	 816.304 	 1250.21 	 1352.51 	 206.959 	 4780 	 103.994 	 58.7349 	 0.825234 	 0.980714 	 282.149 	 1194.93 	 408.27 	 0.341669 	 860.385 	 1095.09 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 213 	 767 	 187.038 	 49.4514 	 3 	 2014.46 	 0.421436 	 44.869 	 14.119 	 31.6739 	 14.1604 	 86 	 55 	 71 	 15.5242 	 456.218 	 125.578 	 73.3869 	 0.143547 	 511.24 	 7716 	 0.911626 	 415.48 	 276.986 	 317.143 	 261.388 	 0.40625 	 353.609 	 304.049 	 106.907 	 0.337092 	  Tumour 
100 	 827.223 	 1641.71 	 1695.09 	 87.7268 	 5640 	 121.205 	 66.6472 	 0.83525 	 0.844817 	 353.605 	 1001 	 290.258 	 0.289967 	 558.455 	 901.168 	 144 	 745 	 543.479 	 279.808 	 2 	 2128.91 	 0.377467 	 71.2625 	 71.2625 	 71.2625 	 0 	 99 	 45 	 72 	 38.1838 	 171 	 1690 	 134.725 	 -2.86106 	 3 	 579.11 	 0.102679 	 65.242 	 31.5553 	 51.5836 	 15.8526 	 74 	 34 	 57 	 20.664 	 184.742 	 56.1867 	 51.6226 	 0.215306 	 239.763 	 6278 	 0.702316 	 474.894 	 171.773 	 182.831 	 127.075 	 0.469526 	 200.067 	 179.165 	 72.8428 	 0.398417 	  Tumour 
101 	 798.653 	 1574.38 	 1621.83 	 61.0574 	 3753 	 124.253 	 44.8089 	 0.932711 	 0.827929 	 319.706 	 790.668 	 223.848 	 0.283112 	 427.783 	 690.832 	 40 	 43 	 1390.03 	 1126.35 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 40 	 40 	 40 	 0 	 64 	 67 	 177.766 	 40.1794 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 130.733 	 -12.3003 	 21.0483 	 0.113312 	 185.755 	 6909 	 0.864273 	 424.652 	 160.975 	 172.449 	 116.694 	 0.42132 	 174.295 	 172.966 	 51.6429 	 0.299467 	  Tumour 
102 	 817.883 	 647.691 	 923.853 	 54.7083 	 3937 	 85.7977 	 62.478 	 0.685362 	 0.869095 	 283.966 	 1356.82 	 434.305 	 0.32009 	 917.801 	 1256.99 	 56 	 56 	 1153.73 	 890.061 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 141 	 265 	 176.376 	 38.7897 	 2 	 1120.2 	 0.28453 	 20.7013 	 20.7013 	 20.7013 	 0 	 71 	 70 	 70.5 	 0.707107 	 307.459 	 101.463 	 51.434 	 0.141894 	 362.481 	 4717 	 0.847162 	 346.752 	 289.782 	 331.257 	 275.501 	 0.755486 	 330.456 	 328.147 	 116.267 	 0.350986 	  Tumour 
