rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 451.738 	 909.019 	 317.503 	 788.483 	 6079 	 134.236 	 57.8234 	 0.902467 	 0.978905 	 338.978 	 1091.11 	 300.289 	 0.275214 	 781.25 	 955.875 	 132 	 250 	 306.242 	 124.488 	 2 	 1982.41 	 0.326107 	 19.0078 	 19.0078 	 19.0078 	 0 	 68 	 64 	 66 	 2.82843 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
12 	 468.058 	 153.971 	 729.913 	 223.45 	 5597 	 98.8887 	 77.3588 	 0.622924 	 0.896237 	 326.149 	 1025.28 	 328.283 	 0.320189 	 659.932 	 890.041 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
13 	 557.338 	 382.014 	 591.346 	 405.242 	 14947 	 160.203 	 121.535 	 0.651523 	 0.898851 	 575.553 	 977.916 	 302.542 	 0.309374 	 567.527 	 842.679 	 197 	 1214 	 258.371 	 76.6163 	 3 	 4840.65 	 0.323854 	 53.8718 	 18.6011 	 40.6342 	 17.182 	 107 	 45 	 65.6667 	 35.7957 	 35 	 36 	 100.229 	 7.70037 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 35 	 35 	 35 	 0 	  Tumour 
14 	 559.015 	 144.696 	 781.561 	 264.864 	 11067 	 143.738 	 99.3251 	 0.722839 	 0.974379 	 432.174 	 1620.18 	 588.149 	 0.363014 	 1164.03 	 1484.95 	 210 	 1185 	 423.271 	 241.517 	 3 	 4295.22 	 0.38811 	 40.9685 	 32.9918 	 37.2711 	 3.59563 	 83 	 45 	 70 	 21.6564 	 244 	 1044 	 115.553 	 23.0251 	 5 	 5161.69 	 0.466403 	 60.4725 	 11.2045 	 30.9292 	 16.1459 	 86 	 29 	 48.8 	 22.1517 	  Tumour 
15 	 615.079 	 255.447 	 724.818 	 279.415 	 16823 	 162.349 	 132.934 	 0.574056 	 0.971866 	 516.316 	 1211.44 	 360.182 	 0.297317 	 782.923 	 1076.21 	 327 	 3723 	 371.78 	 190.026 	 4 	 1751.06 	 0.104087 	 124.093 	 42.9389 	 73.2964 	 28.7887 	 94 	 74 	 81.75 	 8.65544 	 235 	 3077 	 105.357 	 12.8292 	 5 	 1745.99 	 0.103786 	 74.0157 	 20.9374 	 48.999 	 17.3064 	 67 	 32 	 47 	 12.5897 	  Tumour 
16 	 774.673 	 200.71 	 873.341 	 152.398 	 9531 	 118.066 	 104.115 	 0.471558 	 0.973445 	 384.132 	 1065.14 	 316.863 	 0.297486 	 713.771 	 929.901 	 190 	 1351 	 344.142 	 162.388 	 3 	 2616.03 	 0.274476 	 47.1869 	 30.6731 	 41.3311 	 8.26909 	 73 	 45 	 63.3333 	 15.885 	 270 	 1384 	 108.111 	 15.5829 	 4 	 3194.77 	 0.335198 	 49.3244 	 8.47028 	 34.9276 	 14.358 	 93 	 49 	 67.5 	 19.0526 	  Tumour 
17 	 806.78 	 52.1888 	 715.475 	 152.398 	 5338 	 141.466 	 50.0993 	 0.935191 	 0.903521 	 341.22 	 1168.74 	 468.954 	 0.401248 	 839.429 	 1033.5 	 66 	 70 	 428.545 	 246.791 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 66 	 66 	 66 	 0 	 59 	 63 	 147.339 	 54.8108 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Fib 
18 	 895.711 	 220.517 	 951.113 	 191.003 	 2385 	 67.3973 	 46.6602 	 0.721595 	 0.936028 	 199.48 	 943.354 	 205.536 	 0.217878 	 495.948 	 808.117 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
19 	 985.785 	 226.43 	 1020.35 	 249.634 	 9561 	 113.57 	 108.867 	 0.284787 	 0.967321 	 395.73 	 1275.09 	 522.709 	 0.409939 	 922.709 	 1139.85 	 243 	 2707 	 392.7 	 210.945 	 3 	 1432.83 	 0.149862 	 69.2677 	 51.6298 	 62.4577 	 8.47969 	 87 	 75 	 81 	 6 	 73 	 182 	 108.164 	 15.6362 	 2 	 644.356 	 0.0673942 	 20.0554 	 20.0554 	 20.0554 	 0 	 42 	 31 	 36.5 	 7.77817 	  Tumour 
20 	 1098.5 	 429.491 	 1023 	 236.888 	 12120 	 203.564 	 92.3188 	 0.89125 	 0.805744 	 608.642 	 1000 	 422.928 	 0.422928 	 668.534 	 864.765 	 135 	 1272 	 400.993 	 219.238 	 3 	 724.554 	 0.0597817 	 96.5091 	 22.8035 	 65.2834 	 34.0954 	 45 	 45 	 45 	 0 	 45 	 45 	 108.089 	 15.5607 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
21 	 1252.74 	 248.921 	 1147.05 	 236.888 	 3701 	 140.509 	 39.0596 	 0.960585 	 0.833746 	 364.375 	 1008.05 	 436.73 	 0.433243 	 701.799 	 872.812 	 45 	 45 	 358.244 	 176.49 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 56 	 60 	 114.482 	 21.9539 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	  Fib 
22 	 1253.46 	 597.04 	 1123.57 	 348 	 7495 	 124.659 	 82.6264 	 0.748781 	 0.889614 	 392.617 	 1211.39 	 564.971 	 0.466382 	 884.896 	 1076.15 	 45 	 45 	 460 	 278.246 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 43 	 44 	 175.977 	 83.4485 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	  Tumour 
