rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 548.883 	 301.242 	 426.488 	 NaN 	 3267 	 71.6409 	 58.4093 	 0.579029 	 0.968861 	 228.693 	 570.798 	 117.14 	 0.205221 	 337.415 	 441.717 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
12 	 565.076 	 766.848 	 675.088 	 NaN 	 5836 	 91.7908 	 81.2609 	 0.465051 	 0.980676 	 297.848 	 775.543 	 202.174 	 0.260687 	 485.154 	 646.462 	 57 	 59 	 562.439 	 15.3925 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 42 	 42 	 235 	 7.73469 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	  Tumour 
13 	 655.389 	 786.181 	 750.241 	 NaN 	 5325 	 96.0025 	 70.9424 	 0.673744 	 0.976885 	 285.22 	 795.255 	 212.607 	 0.267344 	 515.756 	 666.174 	 104 	 479 	 548.885 	 1.83856 	 2 	 833.23 	 0.156475 	 49.558 	 49.558 	 49.558 	 0 	 59 	 45 	 52 	 9.89949 	 122 	 162 	 232.664 	 5.39863 	 2 	 631.021 	 0.118502 	 11.9823 	 11.9823 	 11.9823 	 0 	 77 	 45 	 61 	 22.6274 	  Tumour 
14 	 690.788 	 438.923 	 595.157 	 NaN 	 3272 	 67.4825 	 62.1138 	 0.390879 	 0.975552 	 216.066 	 718.895 	 153.073 	 0.212928 	 468.619 	 589.814 	 149 	 199 	 764.846 	 217.8 	 2 	 213.247 	 0.0651732 	 12.507 	 12.507 	 12.507 	 0 	 76 	 73 	 74.5 	 2.12132 	 85 	 220 	 252.494 	 25.2288 	 2 	 440.648 	 0.134672 	 23.5009 	 23.5009 	 23.5009 	 0 	 45 	 40 	 42.5 	 3.53553 	  Tumour 
15 	 799.117 	 285.641 	 674.713 	 NaN 	 5826 	 119.12 	 65.9748 	 0.832615 	 0.882594 	 343.605 	 829.572 	 261.009 	 0.31463 	 506.194 	 700.491 	 124 	 272 	 579.331 	 32.2846 	 2 	 1656.81 	 0.284382 	 20.9765 	 20.9765 	 20.9765 	 0 	 65 	 59 	 62 	 4.24264 	 198 	 2219 	 223.333 	 -3.93197 	 5 	 1076.6 	 0.184792 	 74.0494 	 15.6449 	 42.1563 	 16.0622 	 45 	 31 	 39.6 	 7.4027 	  Tumour 
16 	 826.863 	 217.864 	 702.974 	 NaN 	 5622 	 106.52 	 67.7405 	 0.771735 	 0.954337 	 330.534 	 941.297 	 246.43 	 0.261799 	 597.163 	 812.216 	 83 	 265 	 684.843 	 137.797 	 2 	 112.843 	 0.0200717 	 33.2436 	 33.2436 	 33.2436 	 0 	 45 	 38 	 41.5 	 4.94975 	 87 	 285 	 247.414 	 20.1485 	 2 	 771.048 	 0.137148 	 33.438 	 33.438 	 33.438 	 0 	 45 	 42 	 43.5 	 2.12132 	  Tumour 
17 	 883.277 	 297.627 	 759.219 	 NaN 	 5957 	 101.26 	 77.6901 	 0.641363 	 0.925431 	 331.806 	 999.365 	 297.995 	 0.298184 	 578.595 	 870.283 	 61 	 65 	 774.492 	 227.446 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 61 	 61 	 61 	 0 	 92 	 170 	 262.935 	 35.6695 	 2 	 2037.27 	 0.341995 	 15.5621 	 15.5621 	 15.5621 	 0 	 47 	 45 	 46 	 1.41421 	  Tumour 
18 	 889.182 	 375.397 	 773.367 	 NaN 	 6506 	 111.757 	 75.1058 	 0.740511 	 0.960012 	 332.534 	 938.474 	 292.152 	 0.311305 	 565.83 	 809.393 	 125 	 390 	 711.024 	 163.978 	 2 	 1338.72 	 0.205767 	 35.3268 	 35.3268 	 35.3268 	 0 	 63 	 62 	 62.5 	 0.707107 	 216 	 936 	 254.384 	 27.119 	 4 	 1104.42 	 0.169753 	 40.0426 	 9.39989 	 28.0435 	 10.679 	 84 	 36 	 54 	 20.9284 	  Tumour 
19 	 896.913 	 464.954 	 800.052 	 NaN 	 6409 	 113.776 	 71.8928 	 0.775068 	 0.978772 	 322.576 	 839.881 	 252.605 	 0.300762 	 495.406 	 710.8 	 126 	 559 	 718.484 	 171.438 	 2 	 1123.15 	 0.175245 	 50.8043 	 50.8043 	 50.8043 	 0 	 67 	 59 	 63 	 5.65685 	 185 	 783 	 267.67 	 40.405 	 4 	 1162.45 	 0.181378 	 44.1381 	 18.8371 	 27.4554 	 10.3623 	 57 	 36 	 46.25 	 10.3078 	  Tumour 
20 	 940.083 	 253.055 	 815.002 	 NaN 	 9283 	 152.019 	 79.8658 	 0.850875 	 0.929508 	 419.002 	 1268.72 	 581.777 	 0.458555 	 922.465 	 1139.64 	 210 	 643 	 819.933 	 272.887 	 3 	 969.952 	 0.104487 	 44.3533 	 10.5632 	 30.1021 	 15.6566 	 95 	 45 	 70 	 25 	 70 	 72 	 285.514 	 58.249 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	  Tumour 
21 	 935.147 	 118.54 	 821.338 	 NaN 	 3962 	 72.8918 	 70.6377 	 0.24676 	 0.963521 	 253.421 	 1135.42 	 518.122 	 0.456327 	 833.679 	 1006.34 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
22 	 981.771 	 849.935 	 1043.3 	 NaN 	 8028 	 137.638 	 75.8564 	 0.834419 	 0.95141 	 373.061 	 758.157 	 242.103 	 0.31933 	 487.501 	 629.076 	 197 	 647 	 511.244 	 -35.8024 	 3 	 2589.09 	 0.322508 	 35.249 	 9.3221 	 25.6629 	 12.7207 	 89 	 49 	 65.6667 	 20.8167 	 81 	 91 	 220.753 	 -6.51222 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	  Tumour 
23 	 970.634 	 163.379 	 850.988 	 NaN 	 2489 	 61.4458 	 54.9979 	 0.44594 	 0.950363 	 210.208 	 766.295 	 230.15 	 0.300341 	 432.183 	 637.214 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
24 	 1009.03 	 441.083 	 903.356 	 NaN 	 10602 	 141.506 	 95.5912 	 0.737334 	 0.979581 	 416.759 	 930.734 	 261.271 	 0.280715 	 597.906 	 801.653 	 84 	 86 	 827.833 	 280.787 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 84 	 84 	 84 	 0 	 176 	 1039 	 266.67 	 39.4051 	 4 	 4123.08 	 0.388896 	 42.9637 	 9.84424 	 29.609 	 10.8891 	 52 	 36 	 44 	 6.733 	  Tumour 
25 	 1018.82 	 653.326 	 978.591 	 NaN 	 8411 	 112.52 	 95.489 	 0.528974 	 0.982364 	 355.505 	 920.428 	 261.682 	 0.284305 	 625.049 	 791.347 	 103 	 205 	 649.447 	 102.401 	 2 	 4338.74 	 0.515841 	 18.9901 	 18.9901 	 18.9901 	 0 	 73 	 30 	 51.5 	 30.4056 	 228 	 1508 	 235.491 	 8.22592 	 4 	 2336.2 	 0.277755 	 59.7177 	 12.3618 	 36.6376 	 15.1828 	 68 	 45 	 57 	 9.62635 	  Tumour 
26 	 1031.73 	 784.034 	 1050 	 NaN 	 4687 	 92.6432 	 64.899 	 0.713626 	 0.970594 	 277.463 	 715.861 	 211.858 	 0.295949 	 401.948 	 586.78 	 118 	 336 	 552.178 	 5.13191 	 2 	 687.072 	 0.146591 	 31.1386 	 31.1386 	 31.1386 	 0 	 60 	 58 	 59 	 1.41421 	 49 	 50 	 248.469 	 21.2041 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	  Tumour 
27 	 1166.62 	 816.786 	 1183.9 	 NaN 	 4961 	 89.5421 	 71.2042 	 0.606343 	 0.974656 	 281.865 	 516.009 	 153.999 	 0.298442 	 299.423 	 386.928 	 45 	 50 	 542.533 	 -4.51272 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 84 	 137 	 218.976 	 -8.28912 	 2 	 998.715 	 0.201313 	 11.9884 	 11.9884 	 11.9884 	 0 	 45 	 39 	 42 	 4.24264 	  Tumour 
