rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 480.173 	 64.6501 	 854.338 	 168.241 	 8402 	 134.659 	 86.6019 	 0.765767 	 0.855949 	 434.132 	 1389.83 	 499.864 	 0.359658 	 813.765 	 1190.56 	 45 	 45 	 556.356 	 377.413 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 91 	 162 	 106.714 	 -9.55558 	 2 	 1951.98 	 0.232324 	 15.2196 	 15.2196 	 15.2196 	 0 	 46 	 45 	 45.5 	 0.707107 	  Tumour 
12 	 502.045 	 776.012 	 380.938 	 246.447 	 9377 	 144.427 	 85.412 	 0.806388 	 0.935735 	 402.818 	 1264.47 	 299.913 	 0.237185 	 491.024 	 1065.2 	 180 	 1815 	 328.422 	 149.48 	 4 	 2202.4 	 0.234873 	 86.7295 	 21.095 	 51.7147 	 27.8977 	 45 	 45 	 45 	 0 	 551 	 2884 	 103.376 	 -12.8942 	 11 	 2264.93 	 0.241541 	 69.3076 	 8.89231 	 35.2654 	 14.5771 	 108 	 33 	 50.0909 	 20.1765 	  Tumour 
13 	 567.492 	 209.046 	 392.02 	 137.011 	 2467 	 66.0193 	 47.8884 	 0.68836 	 0.96859 	 191.48 	 1064.94 	 276.657 	 0.259786 	 457.783 	 865.671 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
14 	 643.403 	 94.9446 	 908.713 	 137.011 	 13803 	 138.532 	 127.151 	 0.396934 	 0.976029 	 475.914 	 2023.55 	 865.938 	 0.42793 	 1524.93 	 1824.28 	 315 	 4222 	 521.778 	 342.836 	 7 	 3139.93 	 0.227482 	 91.8368 	 11.4018 	 52.238 	 21.6794 	 45 	 45 	 45 	 0 	 393 	 3061 	 138.486 	 22.2161 	 6 	 3432.62 	 0.248687 	 104.744 	 10.6883 	 48.1064 	 27.952 	 143 	 36 	 65.5 	 39.4297 	  Tumour 
15 	 657.721 	 815.615 	 531.686 	 160.449 	 17021 	 160.431 	 143.314 	 0.449446 	 0.905661 	 573.872 	 1303.46 	 376.428 	 0.288791 	 632.7 	 1104.19 	 180 	 3926 	 299.367 	 120.425 	 4 	 2973.59 	 0.174701 	 120.615 	 14.7648 	 71.2531 	 33.401 	 45 	 45 	 45 	 0 	 214 	 1700 	 107.009 	 -9.26052 	 4 	 3178.16 	 0.18672 	 72.4461 	 9.97464 	 43.93 	 22.82 	 61 	 49 	 53.5 	 5.25991 	  Tumour 
16 	 653.308 	 339.117 	 728.486 	 155.872 	 16725 	 173.823 	 123.827 	 0.7018 	 0.957849 	 532.6 	 946.96 	 230.022 	 0.242906 	 551.392 	 747.688 	 225 	 2849 	 336.64 	 157.698 	 5 	 3117.6 	 0.186404 	 99.2472 	 8 	 52.2404 	 34.7494 	 45 	 45 	 45 	 0 	 196 	 1207 	 109.077 	 -7.19333 	 4 	 7649.89 	 0.457392 	 81.5114 	 11.3218 	 43.794 	 30.3667 	 58 	 40 	 49 	 7.52773 	  Tumour 
17 	 645.953 	 975.545 	 515.816 	 160.449 	 4063 	 98.2738 	 53.3439 	 0.839856 	 0.97551 	 259.179 	 735.247 	 283.935 	 0.386177 	 433.044 	 535.975 	 46 	 48 	 200.239 	 21.297 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
18 	 745.218 	 554.015 	 682.235 	 388.213 	 15972 	 196.134 	 105.405 	 0.843318 	 0.955035 	 538.014 	 1004.52 	 383.516 	 0.381791 	 507.086 	 805.246 	 225 	 1054 	 321.52 	 142.578 	 5 	 5187.05 	 0.324759 	 50.5668 	 9.21954 	 29.8434 	 13.7103 	 45 	 45 	 45 	 0 	 361 	 2559 	 113.457 	 -2.8128 	 6 	 4351.48 	 0.272444 	 95.8441 	 13.3233 	 51.1793 	 27.9568 	 91 	 38 	 60.1667 	 24.879 	  Tumour 
19 	 768.853 	 812.319 	 642.748 	 205 	 5309 	 94.7496 	 79.8538 	 0.538246 	 0.881747 	 324.635 	 863.986 	 226.98 	 0.262713 	 547.742 	 664.714 	 45 	 45 	 307.267 	 128.325 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 86 	 125 	 97.0581 	 -19.2117 	 2 	 1179.52 	 0.222175 	 9.92034 	 9.92034 	 9.92034 	 0 	 44 	 42 	 43 	 1.41421 	  Tumour 
20 	 789.866 	 435.284 	 778.481 	 317.498 	 10642 	 168.992 	 92.614 	 0.836453 	 0.843866 	 485.387 	 1249.77 	 431.724 	 0.345442 	 863.018 	 1050.5 	 45 	 45 	 215.756 	 36.8134 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 99 	 169 	 105.03 	 -11.2396 	 2 	 1166.2 	 0.109585 	 16.8836 	 16.8836 	 16.8836 	 0 	 50 	 49 	 49.5 	 0.707107 	  Tumour 
21 	 785.059 	 353.955 	 819.808 	 261.819 	 4224 	 100.917 	 55.8886 	 0.832643 	 0.915475 	 285.421 	 1310.63 	 343.374 	 0.261992 	 893.814 	 1111.36 	 90 	 260 	 278.544 	 99.6023 	 2 	 1370.94 	 0.324559 	 29.1548 	 29.1548 	 29.1548 	 0 	 45 	 45 	 45 	 0 	 52 	 53 	 107.423 	 -8.84678 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	  Tumour 
22 	 954.636 	 152.595 	 1144.3 	 263.251 	 5267 	 167.804 	 41.1941 	 0.969399 	 0.942555 	 383.144 	 1471.51 	 731.934 	 0.497403 	 1079.62 	 1272.24 	 259 	 784 	 463.143 	 284.201 	 3 	 1300.09 	 0.246836 	 42.4246 	 21.1942 	 29.3741 	 10.2166 	 101 	 79 	 86.3333 	 12.7017 	 83 	 87 	 148.241 	 31.9711 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 83 	 83 	 83 	 0 	  Fib 
23 	 977.964 	 93.1199 	 1202.8 	 324.607 	 4436 	 124.835 	 46.1053 	 0.929299 	 0.962674 	 313.99 	 1162.85 	 466.167 	 0.400882 	 775.782 	 963.583 	 47 	 47 	 265.298 	 86.3557 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	 105 	 393 	 116.019 	 -0.250814 	 2 	 1795.36 	 0.404725 	 34.4968 	 34.4968 	 34.4968 	 0 	 55 	 50 	 52.5 	 3.53553 	  Fib 
24 	 985.905 	 791.03 	 860.572 	 387.072 	 6780 	 102.142 	 85.1829 	 0.551813 	 0.985322 	 314.25 	 1393.48 	 373.496 	 0.268031 	 835.818 	 1194.21 	 159 	 254 	 325.711 	 146.769 	 2 	 2694.45 	 0.397412 	 16.685 	 16.685 	 16.685 	 0 	 84 	 75 	 79.5 	 6.36396 	 151 	 256 	 114.636 	 -1.6341 	 2 	 840.867 	 0.124022 	 17.4776 	 17.4776 	 17.4776 	 0 	 98 	 53 	 75.5 	 31.8198 	  Tumour 
25 	 1111.7 	 568.809 	 1022.4 	 189.433 	 11335 	 121.346 	 119.804 	 0.15895 	 0.960756 	 427.446 	 641.255 	 222.03 	 0.346242 	 318.888 	 441.983 	 45 	 45 	 163.933 	 -15.0088 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 67 	 67 	 97.2985 	 -18.9714 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	  Tumour 
26 	 1107.65 	 787.122 	 982.597 	 402.449 	 3543 	 84.6338 	 54.5823 	 0.764248 	 0.958604 	 239.966 	 1299.91 	 305.283 	 0.23485 	 549.485 	 1100.64 	 180 	 937 	 300.144 	 121.202 	 4 	 571.83 	 0.161397 	 40.6079 	 19.4165 	 27.4288 	 7.44643 	 45 	 45 	 45 	 0 	 240 	 433 	 120.296 	 4.02597 	 2 	 209.751 	 0.0592015 	 22.3394 	 22.3394 	 22.3394 	 0 	 161 	 79 	 120 	 57.9828 	  Tumour 
27 	 1173.93 	 389.654 	 1182.41 	 189.433 	 1288 	 59.5056 	 28.0547 	 0.881886 	 0.966242 	 153.196 	 1167.49 	 388.949 	 0.333151 	 872.711 	 968.216 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
28 	 1262.83 	 622.02 	 1157.3 	 248.485 	 14234 	 143.817 	 130.707 	 0.417145 	 0.953382 	 485.63 	 1482.32 	 560.009 	 0.377792 	 1105.42 	 1283.05 	 135 	 450 	 359.622 	 180.68 	 3 	 1843.68 	 0.129527 	 47.1275 	 8.06226 	 31.469 	 18.4727 	 45 	 45 	 45 	 0 	 101 	 301 	 126.842 	 10.5717 	 2 	 2902.87 	 0.203939 	 30.8671 	 30.8671 	 30.8671 	 0 	 51 	 50 	 50.5 	 0.707107 	  Tumour 
29 	 1305.87 	 924.276 	 1181.78 	 550.073 	 12925 	 136.968 	 125.629 	 0.398404 	 0.920256 	 482.517 	 780.142 	 220.528 	 0.282677 	 472.55 	 580.87 	 175 	 1240 	 214.491 	 35.5493 	 3 	 3329.87 	 0.257631 	 61.2944 	 23.2594 	 45.9046 	 17.9142 	 85 	 45 	 58.3333 	 23.094 	 375 	 5966 	 111.008 	 -5.26186 	 5 	 2808.74 	 0.21731 	 113.729 	 20.9611 	 70.4548 	 24.644 	 109 	 59 	 75 	 20.7002 	  Tumour 
